Group.1	X1	X1_Mata	X10	X10_Sopo	X102M	X11	X11A2	X12	X12_Makumba	X121B	X1220	X13	X14	X15	X157	X16	X16Susa	X17_Mayele	X18	X18Lungu	X19	X1FECOB	X2	X20	X21	X21Mapoki	X22	X22_Susa	X23	X23Mongali7516	X24	X24_Mongali	X249M	X25	X25_Mayele	X251M	X253M	X28Wiya	X29	X2FecJUDY	X3	X3_Mama	X30	X30_Duma	X31	X32	X33_Didon	X34_Boto	X35	X35_Ngombi	X36_Molongo	X37_Ngonduma	X38_Ito	X39_Iyiki	X4_Mio	X40_Epessekele	X41_Francois	X42_Ndidje	X43_Wala	X44_Zulia	X45_Maki	X46_Singa	X47_Mbusa	X49_Bonango	X4FecTEA	X50_Bajungo	X51_Malambo	X52_Lindaki	X53_Yambi	X54_Manoi	X55_Luma	X56_Adamou	X57_Yama	X58_Abuya	X59_Abeni	X5Malui	X6_samba	X60_Omer	X7_Tembo	X87M	B1	B2	B3	B4	C6	CH10	CH11	CH12	CH13	CH14	CH15	CH16	CH17	CH6	CH7	CH8	CH9	Day	G161	G6	H1	H10	H100	H12	H2	H3	H4	H5	H6	H7	H9	HA	HB	Jab	Jab2	K1	K2	K3	K4	K5	K6	M1	M157	M158	M159	M2	M255	M3	M4	M45	M49	M5	M7	MH10	MH2	MH3	MH4	MH5	MH6	MH7	MH8	MH9	MK	Nne	PA	Sam2	Samson	SCH2	Scho2	Shorder	T1
Ascomycota;Ceratocystidaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005001389	0	0	0	0	0	0	0	0	0	0	0.002267574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000555511	0	0.004927212	0	0	0	0	0	0	0.002276101	0	0	0	0	0.001491965	0	0	0	0	0	0.01203789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002637169	0	0	0.003757726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.019360206	0	0	0	0	0	0	0	0	0	0.000805987	0	0	0	0	0	0	0.000312891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ascomycota;Chaetomellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004352368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ascomycota;Chaetomiaceae	0	0	0	0	0.000986193	0	0.000552588	0	0	0	0	0	0.000418702	0.000361293	0	0.00505696	0	0.010926049	0.001667014	0.002840279	0	0	0	0	0	0.003568686	0	0	0	0	0	0	0.002572639	0	0.013912794	0	0.00163896	0.001468496	0	0	0	0.015254237	0	0.001103076	0	0	0	0	0	0	0	0	0	0.001023351	0	0	0	0.003067788	0	0.003158079	0.014824889	0.004973697	0.006223624	0	0	0.003936663	0.012580199	0	0	0	0	0	0	0	0.002895606	0.041105354	0.000395865	0	0	0	0	0	6.98E-05	0	0	0	0.047938109	0.03200438	0.00256251	0	0	0.022346051	0.008363284	0	0	0.002679722	0.031891224	0.065153631	0	0	0.002191221	0	0	0	0	0	0	0	0	0	0	0	0	0.00847009	0	0.02090147	0	0	0	0	0	0	0	0.000614086	0.014241399	0	0.002045526	0	0	0	0	0	0	0	0.023172618	0.002480943	0.008999424	0	0.004233489	0.006697283	0	0.007967416	0.00887372	0.02103546	0.030797471	0.005016722	0	0.021398076	0.098312419	0	0
Ascomycota;Chaetosphaeriaceae	0	0	0	0	0.000986193	0	0	0	0	0	0	0	0.00190742	0	0	0	0	0.005463025	0	0.004171659	0	0	0	0	0	0.005511135	0	0	0	0	0	0	0.002623083	0	0	0	0.001311168	0.004405489	0	0	0	0.012069851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005994228	0.000233932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003323351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.68E-05	0.003736605	0	0.000944089	0	0	0	0	0	0	0	0	0.000215734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ascomycota;Chaetothyriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000655771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.019794886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ascomycota;Chaetothyriales_fam_Incertae_sedis	0.004556363	0	0.000218448	0	0	0.012594002	0	0.004138626	0	0	0	0.002919099	0.001953943	0.001204311	0	0	0	0	0	0	0	0	0.011747792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010112502	0	0	0	0	0	0	0	0	0	0	0	0	0.000819523	0	0	0	0	0.000317403	0	0	0	0.001972118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001725874	0	0	0.000846698	0.001798699	0	0	0	0	0	0	0	0	0	0	0
Ascomycota;Cladosporiaceae	0.029007687	0.04683922	0.037846103	0.009673687	0.016201747	0.064600888	0.000736784	0.029402238	0.000782028	0	0	0.037531276	0.042242382	0.039922924	0	0.015504307	0.025568383	0.02691539	0.004236994	0.008343319	0	0.010364465	0.038036558	0	0.003719618	0.005827348	0	0.064322037	0	0.008232343	0.001815248	0.036105945	0	0.008501778	0.02685743	0.007940393	0	0.004405489	0.037669068	0	0.428305133	0.041191577	0	0.030886138	0.001222961	0.002966919	0.000617157	0.002946633	0.012856123	0.000847418	0	0.087233655	0.044543641	0	0.018215435	0.019026825	0.014464496	0.027016329	0.023458891	0.006667057	0.007072424	0	0.00174773	0.002568018	0	0.007260957	0.014467229	0.00353097	0.006643863	0.005608093	0.004733287	0.002361909	0.009575209	0.070903614	0.01021082	0	0.000879701	0.037623581	0.011770984	0	0	0	0	0	0	0	0	0	0.031914894	0.008040842	0.019615746	0	0.009676528	0	0.041535737	0.009430559	0.002966625	0.002932961	0	0	0.005697173	0	0	0	0	0	0	0	0	0	0.008424035	0.027538876	0	0	0.001993923	0.020149618	0.011523171	0	0	0.000147053	0.192191861	0.264057065	0	7.68E-05	0.000916526	0	0.000157348	0	0.026481119	0	0.004171882	0	0.211528738	0.047129222	0.014245198	0.011973249	0.011038702	0.033612723	0.009263871	0.008342901	0.020829293	0.013719676	0	0	0	0	0	0	0.001903938	0	0
Ascomycota;Clavicipitaceae	0.001599944	0.003053223	0	0.003610275	0.000845309	0	0	0	0	0	0	0	0.004977902	0.000421509	0	0.000777994	0.00605567	0.016922052	0	0.002174588	0	0	0.002752105	0	0	0.005556308	0	0.025853034	0.003536529	0.004557821	0	0	0.003329298	0	0	0.000489476	0.000702412	0.002982883	0	0	0	0	0	0.00192017	0	0	0	0	0	0.002683489	0	0	0	0.001116383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003810008	0	0.000483835	0	0.003170318	0	0	0	0	0	0	0	0	0	0	0	0	0.019844203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002373718	0	0	0	0	0	0	0	0	0.004260219	0.004723632	0	0.000472044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001557767	0	0
Ascomycota;Collemataceae	0	0	0	0	0	0	0	0	0	0	0	0	0.00037218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ascomycota;Coniochaetaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000277855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000890076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001730852	0	0.001583167
Ascomycota;Coniothyriaceae	0.003791172	0	0.000109224	0	0	0.005798677	0	0.002663116	0	0	0	0	0	0	0	0.001222562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000575291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ascomycota;Cordycipitaceae	0	0.00770245	0	0.016385096	0.096999155	0	0	0	0.00021328	0	0	0	0.000232612	0	0.123029427	0	0.023231107	0.001732179	0	0.006479386	0	0	0	0	0	0.006775986	0	0.006793215	0	0.028124227	0	0	0.010240113	0	0.000394435	0.002392995	0.002107235	0.004589051	0	0	0	0.004673857	0	0.014094865	0	0	0.001234314	0	0	0	0	0	0	0.000558191	0.000616312	0.001871491	0	0.00326571	0	0	0	0	0	0.001388118	0.015352261	0	0	0.001422196	0	0.002968991	0	0	0	0.005120482	0	0	0.000219925	0	0.004331722	0.001419369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.028823642	0.009306261	0	0.001521032	0	0	0.005034575	0.002868169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ascomycota;Coryneliaceae	0	0	0	0	0	0	0	0	0	0	0	0.001334445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002495174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ascomycota;Corynesporascaceae	0	0	0.00081918	0	0	0.003578871	0	0	0	0	0	0	0.002233077	0.003492503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001335113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000298835	0	0	0	0	0	0	0	0	0	0	0	0
Ascomycota;Cryphonectriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001593597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001087725	0.002154062	0	0	0	0	0	0	0.000571966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.038860104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001381693	0	0	0	0	0	0	0.001564456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ascomycota;Cucurbitariaceae	0.000765191	0.005863576	0.002457539	0.004350845	0.005846717	0	0.00092098	0	0	0	0	0.000834028	0	0.003191425	0	0.001222562	0	0	0.00125026	0.002440865	0	0	0	0	0	0	0	0.024300299	0	0.007172385	0	0	0.001815981	0	0.002223178	0.00217545	0.001123859	0.000826029	0.001896094	0	0	0	0	0.005106835	0	0.00074173	0	0	0	0	0	0.001183755	0	0	0.000205437	0	0	0	0	0.002222352	0.002108126	0	0	0	0	0	0.009686753	0.007846599	0	0	0.006169228	0	0	0.004156627	0	0	0	0.003753204	0.005210622	0.002019871	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003662735	0	0.001906725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.036652757	0	0	0	0	0	0	0	0.001381693	0.00070502	0	0.001048988	0	0	0	0	0	0	0	0	0.011541781	0	0	0.006474748	0	0	0.007252849	0.01168942	0	0	0	0	0	0	0	0
Ascomycota;Cyphellophoraceae	0	0	0	0	0.000915751	0.014904412	0	0.006981682	0	0	0	0.001584654	0.002233077	0.000903234	0	0.000500139	0	0	0.000764048	0.000931966	0.001270043	0	0	0	0	0	0	0	0	0	0	0	0.0020682	0	0	0.000271931	0.000655584	0	0	0	0	0	0.005225523	0.004657434	0	0	0	0	0	0.000847418	0	0.026224731	0	0	0	0.003431067	0	0	0.005846222	0	0	0	0	0	0.012407992	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005116454	0.000382138	0	0	0	0.056213897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008209287	0	0.013339566	0.004211553	0.007436063	0.021167447	0.00811328	0.00554672	0.001857873	0	0	0	0	0	0	0	0	0
Ascomycota;Debaryomycetaceae	0.001147786	0.03136493	0	0.073594075	0	0	0	0	0.017986634	0	0	0.000250209	0	0	0.019114556	0.139705474	0.130356258	0	0	0.183286735	0	0	0	0	0	0.173420066	0.001247166	0	0.006328525	0.128254955	0	0.183094979	0.005347054	0	0	0	0.003277921	0.136340691	0.005056251	0	0.000238983	0	0	0	0	0	0.01213742	0	0.001587176	0.179840874	0.000895857	0	0	0.000651223	0.021296994	0	0	0.018208808	0.002590098	0	0.001224073	0.008608321	0.001236199	0.015269295	0	0.009185548	0	0.002795351	0	0	0.013614849	0	0	0	0.003708407	0	0.041126017	0	0.04774311	0	0	0	0	0	0.0015	0	0.060440699	0	0.004348501	0	0.009539164	0.003866492	0.005391208	0	0	0	0.0007911	0.007472067	0	0	0	0	0.015263666	0	0	0	0	0	0.01611773	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000169653	0.000460564	0	0	0.001153886	0	0	0	0.001199416	0	0	0	0	0	0	0	0	0	0	0	0	0	0.026718336	0.003530286	0	0.003394887	0.008827347	0	0
Ascomycota;Dermateaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000722772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001740947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ascomycota;Diaporthaceae	0	0.002845049	0	0	0.001338405	0	0	0	0	0	0	0	0.000558269	0.000481725	0	0.000611281	0	0.006395736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000554883	0	0	0.00043509	0	0.000596577	0	0	0	0.008834104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001366317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ascomycota;Diatrypaceae	0	0	0	0	0	0	0	0	0	0	0	0.001084237	0.000697837	0	0	0	0	0	0	0.000266276	0	0	0	0	0	0.000632425	0	0	0	0	0	0	0	0	0	0	0.00037462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00191824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002149151	0	0	0	0	0	0	0	0	0	0	0	0	0
Ascomycota;Dictyosporiaceae	0	0	0	0	0	0	0	0	0	0	0	0.001417848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.061100113	0	0	0	0	0	0	0	0.001359656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008077216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.68E-05	0	0	0.000262247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ascomycota;Didymellaceae	0.007930159	0	0.001529135	0	0.001549732	0.00104195	0	0.007593479	0	0	0	0.005921601	0.013538032	0.01577648	0	0.007557655	0.009667824	0	0	0.000843208	0	0	0.018771822	0.002466091	0.002757648	0	0	0	0	0	0.012303348	0	0.001008878	0	0.014809237	0.000761408	0.001123859	0	0.013651877	0	0	0	0	0	0	0.001483459	0	0	0.00388858	0.001318205	0	0.009834274	0	0	0	0	0	0	0.001554059	0	0.001768106	0	0	0.000416435	0	0	0	0	0	0.009511766	0	0	0	0.002771084	0.000863602	0	0	0.010435738	0	0.005513702	0	0	0	0	0	0	0	0	0.00256251	0	0.008912177	0.002217547	0.002626486	0	0.010569617	0	0.003955501	0	0	0	0.009677891	0	0	0	0	0	0	0	0	0	0	0	0	0.002041897	0.023547284	0.011202586	0	0	0.128158282	0	0	0	0	0.001036269	0.001903553	0	0.001153886	0	0	0	0.001668753	0	0	0	0	0.011757515	0.006117835	0.014442295	0.008915231	0.00807501	0.010240099	0.003751474	0.012116041	0	0.009382011	0.044964697	0	0.006378273	0	0	0
Ascomycota;Didymosphaeriaceae	0.017668951	0.016688641	0.147943859	0.000694284	0.00591716	0.02844976	0.000552588	0.019001691	0	0	0	0.022143453	0.0091184	0.020051785	0	0.009335927	0.012890431	0.01332445	0.002222685	0.001908312	0.008731545	0	0.078866297	0	0.006990316	0.001942449	0.00260771	0.00046582	0	0.001766597	0	0.017058937	0.001412429	0	0.182049627	0.005057921	0.000889721	0.00087192	0.001264063	0	0.00014339	0.028043143	0.029977998	0.016995547	0.004509669	0.004450378	0	0	0.006983573	0	0.006830907	0.003004917	0	0	0.617475861	0.006862133	0.000725492	0.000692726	0.006364242	0.003041114	0.0033322	0.016068867	0.004816915	0.001526929	0	0	0.005535287	0.002403021	0.001118274	0.004343523	0.001648673	0.002791347	0.000870474	0.010783133	0.000762002	0	0.704948318	0	0.003327265	0.013647778	0	0	0	0	0.36175	0	0	0	0.001475384	0	0	0	0	0	0	0	0.016909765	0	0	0	0.00317727	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001709077	0	0	0	0	0	0	0	0	0.000729227	0.002890581	0	0.00167838	0	0	0	0.011837714	0	0	0	0.014954235	0.004386596	0	0.004900064	0.00363582	0	0.007253404	0	0	0.009186915	0	0	0	0	0	0	0
Ascomycota;Dipodascaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000422184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ascomycota;Dissoconiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006243582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ascomycota;Dothideales_fam_Incertae_sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001038422	0	0	0	0	0	0.000546349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ascomycota;Dothioraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003317131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00232881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ascomycota;Elaphomycetaceae	0	0	0	0	0.003099465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001563761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00618369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.057647285	0.023054146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ascomycota;Elsinoaceae	0.000765191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000767945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000273174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ascomycota;Eremomycetaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000993811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001748611	0	0	0	0	0.011291204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001803659	0.003411619	0.002513966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ascomycota;Glomerellaceae	0.003060763	0.003087919	0	0.008562833	0.001761059	0	0	0	0	0	0	0	0	0.001144096	0	0.001055849	0.002266449	0.00266489	0	0	0	0	0.008872458	0	0	0.000993811	0	0	0	0.010917571	0	0	0	0	0	0	0	0.000321234	0	0	0	0.005187468	0	0	0.002980968	0.001038422	0	0	0.003015634	0	0	0	0	0	0	0	0	0.001286492	0.001110042	0	0.001700102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000131955	0	0	0.003166285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000423012	0	0	0	0	0	0	0	0	0	0	0.007191141	0	0	0.002091842	0.00210486	0.004615802	0	0	0	0	0	0	0	0	0	0
Ascomycota;Gondwanamycetaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006561106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
