Group.1	X1	X1_Mata	X10	X10_Sopo	X102M	X11	X11A2	X12	X12_Makumba	X121B	X1220	X13	X14	X15	X157	X16	X16Susa	X17_Mayele	X18	X18Lungu	X19	X1FECOB	X2	X20	X21	X21Mapoki	X22	X22_Susa	X23	X23Mongali7516	X24	X24_Mongali	X249M	X25	X25_Mayele	X251M	X253M	X28Wiya	X29	X2FecJUDY	X3	X3_Mama	X30	X30_Duma	X31	X32	X33_Didon	X34_Boto	X35	X35_Ngombi	X36_Molongo	X37_Ngonduma	X38_Ito	X39_Iyiki	X4_Mio	X40_Epessekele	X41_Francois	X42_Ndidje	X43_Wala	X44_Zulia	X45_Maki	X46_Singa	X47_Mbusa	X49_Bonango	X4FecTEA	X50_Bajungo	X51_Malambo	X52_Lindaki	X53_Yambi	X54_Manoi	X55_Luma	X56_Adamou	X57_Yama	X58_Abuya	X59_Abeni	X5Malui	X6_samba	X60_Omer	X7_Tembo	X87M	B1	B2	B3	B4	C6	CH10	CH11	CH12	CH13	CH14	CH15	CH16	CH17	CH6	CH7	CH8	CH9	Day	G161	G6	H1	H10	H100	H12	H2	H3	H4	H5	H6	H7	H9	HA	HB	Jab	Jab2	K1	K2	K3	K4	K5	K6	M1	M157	M158	M159	M2	M255	M3	M4	M45	M49	M5	M7	MH10	MH2	MH3	MH4	MH5	MH6	MH7	MH8	MH9	MK	Nne	PA	Sam2	Samson	SCH2	Scho2	Shorder	T1
Ascomycota;Graphiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000240862	0	0.001722701	0	0	0	0.000621311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00043509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009250352	0	0	0	0.004859542	0.000416435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ascomycota;Gymnoascaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000846024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ascomycota;Halosphaeriaceae	0	0	0	0	0	0	0	0.00259114	0	0	0	0	0.002046988	0.000602156	0.001839201	0	0	0	0	0.001153863	0	0	0	0	0	0	0	0	0	0	0	0	0.000201776	0	0	0	0.000140482	0.000367124	0	0	0	0	0	0	0	0.001186768	0	0	0	0	0	0.000546349	0	0	0	0	0	0	0.005550211	0	0	0	0	0.001041088	0	0	0	0.005198372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000564016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ascomycota;Harknessiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005668515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ascomycota;Helotiaceae	0	0	0.000655344	0	0	0	0	0	0	0	0	0	0.000697837	0	0	0.003278689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001506024	0	0.001404823	0.000780139	0	0	0	0	0	0.002492135	0	0	0.000925735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005313375	0	0.004103832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000157348	0	0	0	0.000208594	0	0	0	0	0.001546095	0	0	0	0	0	0.003179821	0.010750853	0.008242466	0	0	0	0	0	0	0
Ascomycota;Helotiales_fam_Incertae_sedis	0	0	0.000218448	0	0.000211327	0	0	0	0	0	0	0.000542118	0.000465224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000353107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002103827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000573634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ascomycota;Herpotrichiellaceae	0.003756391	0	0.005461198	0	0.007185123	0.003941288	0	0.005038327	0	0	0	0.008173478	0.004419632	0.000963449	0	0.006057238	0.006197323	0	0.000416753	0	0	0	0.002423496	0.022914098	0	0.000722772	0	0	0.019543974	0	0	0	0.001059322	0	0	0.001142111	0.001170686	0.000413015	0.001896094	0	0	0	0	0.007476406	0	0.002225189	0.03044641	0	0	0	0.000895857	0.004552905	0	0	0	0	0.005713249	0.000296883	0.005698217	0	0	0.013677666	0	0	0	0	0.001698327	0	0	0.002584121	0	0	0	0.00313253	0.002133604	0	0	0	0	0.00442188	0	0	0	0	0	0	0.038405747	0	0	0	0.009001747	0	0.005875035	0.004541792	0	0	0.011520396	0.001675978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007368144	0	0	0	0	0	0	0	0.001381693	0.007261703	0	0.014423581	0	0	0	0.002346683	0	0	0	0	0.00895297	0	0.004857081	0.000647475	0.00401837	0	0.006073815	0	0	0	0	0	0	0	0	0
Ascomycota;Hyaloscyphaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002982392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001681088	0	0	0	0.002739026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002094882	0	0	0	0	0	0.004848532	0	0	0	0	0	0	0	0	0	0
Ascomycota;Hypocreaceae	0.001321693	0.003747138	0	0.005646841	0.00295858	0	0.000368392	0	0	0	0	0.004879066	0.002744824	0.000722587	0	0	0.011119768	0.005729514	0.001041884	0.007411352	0	0	0	0	0	0.011067444	0	0.001281006	0	0.009398297	0	0	0.006154157	0	0	0	0.002528682	0.007526043	0	0	0	0.009399076	0	0.00506598	0	0.006082184	0.000822876	0	0.000396794	0	0.001455767	0	0	0.001302447	0	0	0	0.000593765	0.01132243	0	0.004216253	0	0.003282322	0.000277624	0.026989134	0.004549033	0.010881872	0	0	0	0.003031431	0	0.000870474	0.000903614	0.002641605	0	0.000703761	0	0	0.00049132	0	0	0	0	0	0	0	0.052511075	0	0	0	0.006538921	0	0.003662735	0	0.005617109	0.006378245	0	0	0	0.016507195	0	0	0	0	0	0	0	0	0	0.003951096	0	0	0	0	0	0	0	0	0	0	0.235920919	0	0.001496834	0.007402707	0	0.004458198	0	0	0	0.002085941	0	0	0	0	0	0.004787871	0	0.001145532	0.005931879	0.006865521	0	0	0	0	0	0	0	0.018087408	0	0
Ascomycota;Hypocreales_fam_Incertae_sedis	0.016590727	0.001838873	0.009284037	0.003425133	0.035080304	0	0	0.009033001	0.000142187	0	0	0.006839033	0.004977902	0.017703378	0.007553862	0.004779105	0.009490757	0	0.002917274	0.005547419	0	0	0.01047443	0	0	0.002574875	0	0.000776367	0	0.004487157	0	0.010325146	0.004792171	0	0.00408778	0.017675532	0.007820183	0.001697949	0.00303375	0	0	0	0	0.026514687	0	0.010384216	0.002674347	0	0.002936275	0.002212702	0	0.00336915	0	0.000744255	0.001643498	0.009357455	0.001496327	0.007817912	0.011470436	0.008363062	0.007956477	0	0	0.002984453	0.019908868	0	0.001195119	0.004217547	0.009998684	0.008027271	0	0	0	0.012289157	0.00502921	0	0.000307895	0	0.004896729	0.003548422	0	0	0	0	0	0	0	0	0.006911011	0	0	0.005344857	0.012095659	0	0	0.003504251	0.002323857	0.003072626	0	0	0.003688555	0	0	0	0	0	0	0	0	0	0	0	0	0.003630039	0	0	0	0	0	0	0	0	0.156792888	0.001842257	0.00500564	0	0.002727368	0	0	0.015649642	0.008343763	0	0	0	0.017854841	0.008557457	0	0.01379755	0.002440482	0.002985075	0	0	0	0	0	0.002415459	0	0	0	0	0
Ascomycota;Hysteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.032723885	0	0	0	0	0.002723971	0	0	0	0.000608757	0	0	0	0	0	0	0	0	0	0	0	0.002380763	0	0	0	0	0	0.010956653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002590805	0	0	0	0	0.001364778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ascomycota;Jahnulales_fam_Incertae_sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000201776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000262247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ascomycota;Lasiosphaeriaceae	0	0	0	0	0	0.004167799	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002396485	0	0	0	0	0	0.001174504	0	0	0	0	0	0	0	0.00182181	0	0.000217545	0.003137439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006100892	0	0	0.000136958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000655093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011243017	0	0	0.006683223	0	0	0	0	0	0.018649712	0	0	0	0	0	0	0	0.029244208	0	0	0	0	0	0	0	0	0.000115141	0	0	0.000209798	0	0	0	0	0.00018451	0	0	0	0.003775349	0.008999424	0.003610574	0.005379022	0	0.015476514	0	0	0.010217223	0.086069753	0.061129692	0.023834746	0.018106065	0.019904803	0.029309821	0.032889025
Ascomycota;Lecanoromycetes_fam_Incertae_sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000388997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ascomycota;Lentitheciaceae	0	0	0.012287696	0	0	0	0	0	0	0	0	0	0	0.000301078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ascomycota;Leptosphaeriaceae	0.000869535	0	0	0	0	0	0	0	0	0	0	0.003169308	0.000511747	0.000963449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.116084695	0	0	0	0	0	0	0	0	0	0	0	0.00191222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ascomycota;Lipomycetaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000361386	0	0	0	0	0	0	0.001361985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00017594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ascomycota;Lophiostomataceae	0	0.00170009	0.002293703	0	0.001267963	0	0	0	0	0	0	0	0	0.003070994	0	0.000388997	0	0	0	0	0.002540086	0	0	0	0	0	0	0	0	0	0	0	0.000706215	0	0.000179289	0.004296514	0.00018731	0.000137672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002019871	0	0	0	0	0	0	0	0	0.001164777	0	0.005015899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001189791	0.000775522	0	0.000419595	0	0	0.003821424	0.004484773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ascomycota;Lophiotremataceae	0	0	0	0	0	0	0	0	0	0	0	0.00058382	0	0.00162582	0	0	0	0	0.000694589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000326318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001761228	0	0	0	0.003988725	0	0	0.000722892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009099451	0	0	0	0	0	0.002793724	0	0	0	0	0	0	0	0	0	0	0
Ascomycota;Magnaporthaceae	0	0.004475748	0	0	0	0	0	0.001691438	0	0	0	0	0	0.000481725	0	0.004445679	0	0	0.001180802	0.000266276	0	0	0	0	0	0	0	0	0	0	0	0	0.002269976	0	0	0	0	0	0	0.130479198	0	0	0	0	0	0	0	0	0.000158718	0	0	0	0	0	0	0	0	0	0	0	0.002924175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.029971943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006611671	0	0	0	0	0	0.013735078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ascomycota;Massarinaceae	0	0	0	0	0	0	0	0	0	0	0	0.000959133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001042715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ascomycota;Melanconidaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002063328	0	0.000671892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ascomycota;Melanosporaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000732547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ascomycota;Microascaceae	0	0	0	0	0.012045647	0	0	0	0.000142187	0	0	0	0	0	0	0.010725201	0	0.001065956	0	0.002795899	0	0	0	0	0	0.010028459	0	0	0	0	0	0	0.000857546	0	0	0	0.000936549	0.01000413	0.002528125	0	0	0.00190036	0	0	0	0	0.037852294	0.001418749	0	0	0.00268757	0.00145693	0	0	0	0	0	0.023651658	0.002738104	0.001111176	0.001768106	0	0.011679952	0.002637424	0	0.012072435	0	0	0.008485726	0.000549813	0.020794554	0	0.004526462	0.001566265	0.001117602	0	0.001495492	0	0	0	0	0	0	0	0	0	0	0.026628839	0.010327691	0.006317805	0.006538582	0.021151987	0.005183854	0.013771885	0.007884363	0.017778923	0.050828183	0.054539106	0	0	0.006354539	0	0	0	0	0	0	0	0	0	0	0	0	0.001890645	0	0	0	0	0	0	0	0	0	0	0.000282008	0	0.001888178	0	0	0	0.051731331	0	0	0	0	0	0	0.017236192	0	0	0	0	0	0.027474886	0.012441362	0	0	0.018311815	0.051925573	0.038491943	0
Ascomycota;Microdochiaceae	0	0	0	0	0	0	0	0.005650124	0	0	0	0.000667223	0.000232612	0.002288192	0	0.001500417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003631961	0	0	0	0.000280965	0.000183562	0	0	0	0	0.004950495	0	0	0	0	0	0	0	0	0	0	0	0	0.002495321	0	0	0	0	0	0	0.001662475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024166972	0	0.000382138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002685254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000629393	0	0	0	0.000573634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ascomycota;Microthyriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000547833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ascomycota;Montagnulaceae	0	0	0.000983016	0	0.000633981	0	0	0	0	0	0	0.003419516	0.001860898	0.002047329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001123859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01396648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000312891	0	0	0	0	0	0	0	0.000547863	0	0	0	0	0	0	0	0	0	0.004413674	0	0
Ascomycota;Morosphaeriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000780139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001856098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ascomycota;Mycocaliciaceae	0.0029912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ascomycota;Mycosphaerellaceae	0.007443219	0.005412532	0	0	0.001761059	0.015855758	0	0.012883723	0	0	0	0.006505421	0.004838334	0.013668935	0	0.005668241	0	0.007461692	0.000416753	0.002218968	0.008255279	0	0.026904909	0	0	0.001219677	0.001020408	0	0	0	0	0	0.00993745	0.001127787	0.00251004	0.00087018	0.000421447	0.001422606	0.011755783	0	0	0.01058038	0	0.003390938	0	0	0	0	0.003412428	0	0.001231803	0	0	0	0	0	0.034370182	0	0.001480056	0.000175449	0	0	0	0.000763465	0	0	0	0	0	0	0	0.002791347	0	0	0	0	0	0	0.004739783	0.00049132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002943411	0	0	0	0	0	0	0	0	0.000268662	0	0	0.00083919	0	0	0	0.001512307	0	0	0	0.003319582	0	0	0.001117559	0.00034864	0	0.004770955	0.004215942	0	0	0	0	0	0	0	0	0
Ascomycota;Myriangiaceae	0	0	0.00496969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ascomycota;Myrmecridiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000120431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ascomycota;Myxotrichaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000277855	0	0	0	0.001153863	0	0	0	0	0	0.000948638	0	0	0	0	0	0	0.000756659	0	0	0	0.004729572	0.001468496	0	0	0	0	0	0.000939658	0	0	0	0	0	0	0	0	0	0	0.000205437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000131955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002558708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001692047	0	0.000314696	0	0	0	0.000417188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ascomycota;Nectriaceae	0.014260374	0.002151135	0.000218448	0.01467253	0.01035503	0.033432998	0	0.005398208	0.000355467	0	0	0.013469558	0.006327053	0.026615283	0	0.063962212	0.009101211	0.013857428	0.002292144	0.007677628	0.033338625	0	0.021072089	0.002055076	0	0.01436509	0.004195011	0.000310547	0	0.021552486	0.00954686	0	0.035815174	0.002862844	0.000251004	0.003970196	0.019433388	0.004084255	0.016180003	0	0	0.019260401	0.005775578	0.005392818	0.000993656	0.006082184	0.009977371	0	0.00261884	0.001977308	0.001679731	0.009470042	0	0	0.000273916	0.024641298	0.02303437	0.035625928	0.005402205	0.019825721	0.02733764	0.01396461	0.05213351	0.008675736	0	0	0.004717575	0.026335148	0	0.064877941	0.012125725	0.003703903	0	0.021445783	0.01518923	0.074568221	0.000967671	0	0.010484023	0.000655093	0	0	0	0	0	0	0	9.95E-05	0.003571983	0.00925335	0.001343544	0.011258316	0.017003041	0	0	0.002215924	0.010729295	0.002653631	0	0.653771371	0.009166606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000147053	0	0	0.029010586	0.018269046	0.02749577	0	0.017046051	0	0.01621293	0.013405314	0.007822278	0	0	0.040156273	0.006091272	0.002121386	0.008644767	0.008811519	0.007470864	0.003903559	0.013808619	0	0.022269625	0.000343436	0	0.045150502	0	0.00154313	0.001557767	0	0
