Samples	B1	B2	B3	B4	C6	CH10	CH11	CH12	CH13	CH14	CH15	CH16	CH17	CH1Hope	CH2Bambari	CH3Maja	CH4Zira	CH6	CH7	CH8	CH9	D.H.S	Day	G161	G6	H1	H10	H100	H12	H2	H3	H4	H5	H6	H7	H9	HA	HB	Jab	Jab2	K1	K2	K3	K4	K5	K6	M1	M157	M158	M159	M2	M255	M3	M4	M45	M49	M5	M7	MH10	MH2	MH3	MH4	MH5	MH6	MH7	MH8	MH9	MK	Nne	PA	Sam2	Samson	SCH2	Scho2	Shorder	T1	X1	X1_Mata	X10	X10_Sopo	X102M	X11	X11A2	X12	X12_Makumba	X121B	X1220	X13	X14	X15	X157	X16	X16Susa	X17_Mayele	X18	X18Lungu	X19	X1FECOB	X2	X20	X21	X21Mapoki	X22	X22_Susa	X23	X23Mongali7516	X24	X24_Mongali	X249M	X25	X25_Mayele	X251M	X253M	X28Wiya	X29	X2FecJUDY	X3	X3_Mama	X30	X30_Duma	X31	X32	X33_Didon	X34_Boto	X35	X35_Ngombi	X36_Molongo	X37_Ngonduma	X38_Ito	X39_Iyiki	X4_Mio	X40_Epessekele	X41_Francois	X42_Ndidje	X43_Wala	X44_Zulia	X45_Maki	X46_Singa	X47_Mbusa	X49_Bonango	X4FecTEA	X50_Bajungo	X51_Malambo	X52_Lindaki	X53_Yambi	X54_Manoi	X55_Luma	X56_Adamou	X57_Yama	X58_Abuya	X59_Abeni	X5Malui	X6_samba	X60_Omer	X7_Tembo	X87M
2a11904576933ec08ff762ebabeb767e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16932146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.856112901	0	0	0	0	0	0	0	0	0	0	0	0	0.160388821	0	0	0	0	0.366911274	0.355611338	0	0.359484035	0	0.455915876	0.314972728	0.360100828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5579452b3e48a6507174b8add11f30bb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.385914134	0	0	0	0	0	0	0	0	0	2.376771604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848465625	1.184182702	0.427789185	1.676593867	0	1.281958949	0	0	0	0	0	0	0	0	0	0	0.257820557	0	0	0	0	3.68441358	0	0.552927444	0	0	0	3.786833856	0.437849672	4.680511182	0	3.357626236	0	0	0	0	0	0	0.580046404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cecd0ada6cbd0eaa9446ff5cdff4492a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.35018151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.094542659	1.164415463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.756110244	0	0	0	0	8.429443691	4.599169594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33d62816c6a1fbf24f13d226dfa5e76d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.618415114	0	2.738627249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.479201331	0	0	0	0	0	3.271380564	0	0	0	3.437591348	0	2.60841606	0	0	0	0	0	0.660129462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.461926758	0	0	0
01d04015fd5ed9b0a8f55372ed69f5ea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.54151881	4.699093157	1.857025472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124953143	0	0	0	0	0	0	0	0.440061935	0	0	0	0	0	0	0	0
e3352af246dbe2ba38f3b98495ef71db	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.103725072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.164880462	4.157764996	0	1.086385141	0	0	0	0.113675117	0	0	0	0.355611338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.928493133	0	1.45525381	1.171147192	0	0	0	0.078523753	0	0	0	0.170274872	0	0	0.312337324	0	2.284674484	0	0.745424293	0	0	0	0	0	0.349770249	0	0	0	1.292019877	0	0	0.616709332	0	0	0	0.165855816	0.269179004	0	0	0	5.556118828	0	1.082926829	0	0	0	0	0	0	0	0	0	0.080128205	0	0	0	0	0.77092511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.047621315	0	0	0
a205ff23fa22d76566f46ed9b90c9a75	0	0	0	0	0	0	0	0	2.1650141	1.746805185	0	0.722853285	0.851272016	0	0	0	0	0.237710374	0	0	10.12604144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.372398948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.250834358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79a2af8f3676378c234767c28b52a70f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.049680625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101	0	0	0	0	0.080569357	0	6.387665198	0	2.391835867	0	0	0	0	0	0	0	2.298073674	0	0.751276441	8.238937332	1.615763547	0	1.805555556	0	0	0	0	0
7b79edb399b2560e43f93b1f61494ff9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.093159436	0	0	0	0.294464075	0	0	0	0	0	0	0	0.951039098	0	0	0.126455907	0	0	0	0	0	0.082298882	0	0	0	0	0	0	0	0	7.958108988	0	0	0.942126514	0	0	0	0	0	4.097560976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0b24831e597f08faedac938088911adb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.736464968	0	0.997809686	0	0	0	0	0	0.347912525	0	0	0	0.517111696	0	0	0.360400946	0	0	0	0	0	0	0	0	0.807381776	0	0	1.260504202	0	2.491506229	0	0	0	0	0	0	0	0	0.597556063	0.656455142	0	0	0	0	0	0.187429714	0	0	0.42764117	0.139868645	0.447786414	2.632997151	0	0	0	10.81375306	0.853174603	0	0	0	0	0
