SUID	AverageShortestPathLength	BetweennessCentrality	ClosenessCentrality	ClusteringCoefficient	Degree	Eccentricity	Group	IsSingleNode	name	NeighborhoodConnectivity	New_Name	NumberOfDirectedEdges	NumberOfUndirectedEdges	PartnerOfMultiEdgedNodePairs	Radiality	selected	SelfLoops	shared name	Stress	TopologicalCoefficient
10884	2.15450644	5.66E-04	0.46414343	0	9	4	Mountain Gorilla	FALSE	ASV_B315:Christensenellaceae	146.3333333	ASV_B315	9	0	0	0.71137339	FALSE	0	ASV_B315:Christensenellaceae	6456	0.74914089
10894	2.04291845	6.72E-04	0.4894958	0	15	4	Mountain Gorilla	FALSE	ASV_B320:f__F16	135.7333333	ASV_B320	15	0	0	0.73927039	FALSE	0	ASV_B320:f__F16	20358	0.67031509
10910	2.11158798	3.43E-04	0.47357724	0	11	4	Mountain Gorilla	FALSE	ASV_B323:Bacteroidales	145.8181818	ASV_B323	11	0	0	0.722103	FALSE	0	ASV_B323:Bacteroidales	10176	0.73511767
10922	1.92274678	0.00170093	0.52008929	0	22	4	Mountain Gorilla	FALSE	ASV_B324:o__RF39	117.7272727	ASV_B324	22	0	0	0.7693133	FALSE	0	ASV_B324:o__RF39	49964	0.56118881
10945	2.20600858	6.09E-05	0.45330739	0	6	4	Mountain Gorilla	FALSE	ASV_B325:Faecalibacterium prausnitzii	169.6666667	ASV_B325	6	0	0	0.69849785	FALSE	0	ASV_B325:Faecalibacterium prausnitzii	1476	0.88307155
10952	2.04291845	8.40E-04	0.4894958	0	15	4	Mountain Gorilla	FALSE	ASV_B326:p-75-a5	127.6666667	ASV_B326	15	0	0	0.73927039	FALSE	0	ASV_B326:p-75-a5	23898	0.63018242
10968	1.9055794	0.00185463	0.52477477	0	23	3	Mountain Gorilla	FALSE	ASV_B327:Fusobacteriaceae	116.3913044	ASV_B327	23	0	0	0.77360515	FALSE	0	ASV_B327:Fusobacteriaceae	54814	0.5521115
10992	2.0944206	3.94E-04	0.47745902	0	12	4	Mountain Gorilla	FALSE	ASV_B328:Oribacterium	145.1666667	ASV_B328	12	0	0	0.72639485	FALSE	0	ASV_B328:Oribacterium	11814	0.72811448
11005	2.06008584	6.18E-04	0.48541667	0	14	4	Mountain Gorilla	FALSE	ASV_B329:Erysipelotrichaceae	136.5	ASV_B329	14	0	0	0.73497854	FALSE	0	ASV_B329:Erysipelotrichaceae	18646	0.6775
11020	1.95708155	0.00133597	0.51096491	0	20	4	Mountain Gorilla	FALSE	ASV_B330:Ruminococcaceae	122.6	ASV_B330	20	0	0	0.76072961	FALSE	0	ASV_B330:Ruminococcaceae	40088	0.59029126
11041	1.9055794	0.00185463	0.52477477	0	23	3	Mountain Gorilla	FALSE	ASV_B331:Coriobacteriaceae	116.3913044	ASV_B331	23	0	0	0.77360515	FALSE	0	ASV_B331:Coriobacteriaceae	54814	0.5521115
11065	2.14592275	1.83E-04	0.466	0	9	4	Mountain Gorilla	FALSE	ASV_B380:g__p-75-a5	157.8888889	ASV_B380	9	0	0	0.71351931	FALSE	0	ASV_B380:g__p-75-a5	5110	0.8045584
11075	2.22317597	3.21E-05	0.44980695	0	5	4	Mountain Gorilla	FALSE	ASV_B385:Gemmiger formicilis	176	ASV_B385	5	0	0	0.69420601	FALSE	0	ASV_B385:Gemmiger formicilis	648	0.92105263
11081	2.07725322	4.97E-04	0.48140496	0	13	4	Mountain Gorilla	FALSE	ASV_B404:RFN20	140.6923077	ASV_B404	13	0	0	0.7306867	FALSE	0	ASV_B404:RFN20	14976	0.7019714
11095	1.9055794	0.00185463	0.52477477	0	23	3	Mountain Gorilla	FALSE	ASV_B405:Coriobacteriaceae	116.3913044	ASV_B405	23	0	0	0.77360515	FALSE	0	ASV_B405:Coriobacteriaceae	54814	0.5521115
11119	1.97424893	0.00127193	0.50652174	0	19	4	Mountain Gorilla	FALSE	ASV_B406:Lachnospiraceae	122.8947368	ASV_B406	19	0	0	0.75643777	FALSE	0	ASV_B406:Lachnospiraceae	37214	0.59460847
11139	1.93991416	0.00148394	0.51548673	0	21	4	Mountain Gorilla	FALSE	ASV_B407:Coriobacteriaceae	120.6666667	ASV_B407	21	0	0	0.76502146	FALSE	0	ASV_B407:Coriobacteriaceae	44562	0.57809984
11161	1.92274678	0.00171982	0.52008929	0	22	4	Mountain Gorilla	FALSE	ASV_B408:Flexispira	117.1818182	ASV_B408	22	0	0	0.7693133	FALSE	0	ASV_B408:Flexispira	50390	0.55856643
11184	2.06008584	6.18E-04	0.48541667	0	14	4	Mountain Gorilla	FALSE	ASV_B409:Clostridiales	136.4285714	ASV_B409	14	0	0	0.73497854	FALSE	0	ASV_B409:Clostridiales	18562	0.67714286
11199	2.06008584	5.91E-04	0.48541667	0	14	4	Mountain Gorilla	FALSE	ASV_B410:Oribacterium	137.9285714	ASV_B410	14	0	0	0.73497854	FALSE	0	ASV_B410:Oribacterium	17838	0.68464286
11214	2.17167382	1.98E-04	0.46047431	0	8	4	Mountain Gorilla	FALSE	ASV_B411:R4-45B	149.5	ASV_B411	8	0	0	0.70708155	FALSE	0	ASV_B411:R4-45B	5572	0.76943005
11223	2.06008584	5.84E-04	0.48541667	0	14	4	Mountain Gorilla	FALSE	ASV_B412:Ruminococcaceae	137.8571429	ASV_B412	14	0	0	0.73497854	FALSE	0	ASV_B412:Ruminococcaceae	17674	0.68428571
11238	2.20600858	3.27E-04	0.45330739	0	6	4	Mountain Gorilla	FALSE	ASV_B413:Lachnospiraceae	149.8333333	ASV_B413	6	0	0	0.69849785	FALSE	0	ASV_B413:Lachnospiraceae	2548	0.77923211
11245	2.1888412	4.03E-04	0.45686275	0	7	4	Mountain Gorilla	FALSE	ASV_B428:Mogibacterium	149.8571429	ASV_B428	7	0	0	0.7027897	FALSE	0	ASV_B428:Mogibacterium	3712	0.77529762
11253	1.99141631	0.0010751	0.50215517	0	18	4	Mountain Gorilla	FALSE	ASV_B453:Ruminococcaceae	126.2777778	ASV_B453	18	0	0	0.75214592	FALSE	0	ASV_B453:Ruminococcaceae	32322	0.61410675
11272	2.04291845	7.56E-04	0.4894958	0	15	4	Mountain Gorilla	FALSE	ASV_B454:Ruminococcaceae	131.3333333	ASV_B454	15	0	0	0.73927039	FALSE	0	ASV_B454:Ruminococcaceae	22034	0.64842454
11288	1.92274678	0.0016968	0.52008929	0	22	4	Mountain Gorilla	FALSE	ASV_B455:Coriobacteriaceae	117.9545455	ASV_B455	22	0	0	0.7693133	FALSE	0	ASV_B455:Coriobacteriaceae	50056	0.56228147
11311	2.19742489	6.36E-05	0.45507813	0	6	4	Mountain Gorilla	FALSE	ASV_B456:g__p-75-a5	171.6666667	ASV_B456	6	0	0	0.70064378	FALSE	0	ASV_B456:g__p-75-a5	1518	0.88888889
11318	2.22317597	3.21E-05	0.44980695	0	5	4	Mountain Gorilla	FALSE	ASV_B457:f__S24-7	176	ASV_B457	5	0	0	0.69420601	FALSE	0	ASV_B457:f__S24-7	648	0.92105263
11324	2.18025751	9.58E-05	0.45866142	0	7	4	Mountain Gorilla	FALSE	ASV_B458:Prevotella	166.8571429	ASV_B458	7	0	0	0.70493562	FALSE	0	ASV_B458:Prevotella	2452	0.85936343
11332	1.9055794	0.00185463	0.52477477	0	23	3	Mountain Gorilla	FALSE	ASV_B459:Clostridiales	116.3913044	ASV_B459	23	0	0	0.77360515	FALSE	0	ASV_B459:Clostridiales	54814	0.5521115
11356	1.92274678	0.00163621	0.52008929	0	22	4	Mountain Gorilla	FALSE	ASV_B47:f__RFP12	118.9090909	ASV_B47	22	0	0	0.7693133	FALSE	0	ASV_B47:f__RFP12	49148	0.56687063
11379	1.9055794	0.00185463	0.52477477	0	23	3	Mountain Gorilla	FALSE	ASV_B48:Bacteroidales	116.3913044	ASV_B48	23	0	0	0.77360515	FALSE	0	ASV_B48:Bacteroidales	54814	0.5521115
11403	1.9055794	0.00185463	0.52477477	0	23	3	Mountain Gorilla	FALSE	ASV_B49:Bacteroidales	116.3913044	ASV_B49	23	0	0	0.77360515	FALSE	0	ASV_B49:Bacteroidales	54814	0.5521115
11427	1.9055794	0.00185463	0.52477477	0	23	3	Mountain Gorilla	FALSE	ASV_B50:f__p-2534-18B5	116.3913044	ASV_B50	23	0	0	0.77360515	FALSE	0	ASV_B50:f__p-2534-18B5	54814	0.5521115
11451	1.9055794	0.00185463	0.52477477	0	23	3	Mountain Gorilla	FALSE	ASV_B51:Bacteroidaceae	116.3913044	ASV_B51	23	0	0	0.77360515	FALSE	0	ASV_B51:Bacteroidaceae	54814	0.5521115
11475	2.12875536	2.64E-04	0.46975806	0	10	4	Mountain Gorilla	FALSE	ASV_B513:Ruminococcaceae	151.3	ASV_B513	10	0	0	0.71781116	FALSE	0	ASV_B513:Ruminococcaceae	7636	0.76683673
11486	2.18025751	1.18E-04	0.45866142	0	7	4	Mountain Gorilla	FALSE	ASV_B514:Ruminococcaceae	160.1428571	ASV_B514	7	0	0	0.70493562	FALSE	0	ASV_B514:Ruminococcaceae	3226	0.82457439
11494	1.97424893	0.00122967	0.50652174	0	19	4	Mountain Gorilla	FALSE	ASV_B515:Paraprevotellaceae	123.631579	ASV_B515	19	0	0	0.75643777	FALSE	0	ASV_B515:Paraprevotellaceae	36576	0.59820282
11514	2.11158798	3.17E-04	0.47357724	0	11	4	Mountain Gorilla	FALSE	ASV_B516:Peptococcaceae	148.8181818	ASV_B516	11	0	0	0.722103	FALSE	0	ASV_B516:Peptococcaceae	9344	0.7503461
11526	1.92274678	0.00169785	0.52008929	0	22	4	Mountain Gorilla	FALSE	ASV_B517:Clostridiales	117.9545455	ASV_B517	22	0	0	0.7693133	FALSE	0	ASV_B517:Clostridiales	50120	0.56228147
11549	1.9055794	0.00185463	0.52477477	0	23	3	Mountain Gorilla	FALSE	ASV_B52:Bacteroidales	116.3913044	ASV_B52	23	0	0	0.77360515	FALSE	0	ASV_B52:Bacteroidales	54814	0.5521115
11573	1.92274678	0.00163621	0.52008929	0	22	4	Mountain Gorilla	FALSE	ASV_B53:g__L7A_E11	118.9090909	ASV_B53	22	0	0	0.7693133	FALSE	0	ASV_B53:g__L7A_E11	49148	0.56687063
11596	2.06008584	7.55E-04	0.48541667	0	14	4	Mountain Gorilla	FALSE	ASV_B531:Rickettsiales	129.2857143	ASV_B531	14	0	0	0.73497854	FALSE	0	ASV_B531:Rickettsiales	20924	0.64142857
11611	2.25751073	8.05E-06	0.44296578	0	3	4	Mountain Gorilla	FALSE	ASV_B536:Ruminococcaceae	182	ASV_B536	3	0	0	0.68562232	FALSE	0	ASV_B536:Ruminococcaceae	136	0.96276596
11615	1.92274678	0.00163621	0.52008929	0	22	4	Mountain Gorilla	FALSE	ASV_B54:Treponema	118.9090909	ASV_B54	22	0	0	0.7693133	FALSE	0	ASV_B54:Treponema	49148	0.56687063
11638	2.12017167	7.98E-04	0.47165992	0	11	4	Mountain Gorilla	FALSE	ASV_B545:g__RFN20	139.0909091	ASV_B545	11	0	0	0.71995708	FALSE	0	ASV_B545:g__RFN20	10916	0.70454545
11650	1.92274678	0.00163621	0.52008929	0	22	4	Mountain Gorilla	FALSE	ASV_B55:Clostridiales	118.9090909	ASV_B55	22	0	0	0.7693133	FALSE	0	ASV_B55:Clostridiales	49148	0.56687063
11673	2.18025751	9.58E-05	0.45866142	0	7	4	Mountain Gorilla	FALSE	ASV_B550:Ruminococcaceae	166.8571429	ASV_B550	7	0	0	0.70493562	FALSE	0	ASV_B550:Ruminococcaceae	2452	0.85936343
11681	2.24034335	1.73E-05	0.44636015	0	4	4	Mountain Gorilla	FALSE	ASV_B551:Treponema	179.5	ASV_B551	4	0	0	0.68991416	FALSE	0	ASV_B551:Treponema	316	0.94444444
11686	2.22317597	3.21E-05	0.44980695	0	5	4	Mountain Gorilla	FALSE	ASV_B555:Treponema	176	ASV_B555	5	0	0	0.69420601	FALSE	0	ASV_B555:Treponema	648	0.92105263
11692	1.92274678	0.00163621	0.52008929	0	22	4	Mountain Gorilla	FALSE	ASV_B56:f__RFP12	118.9090909	ASV_B56	22	0	0	0.7693133	FALSE	0	ASV_B56:f__RFP12	49148	0.56687063
11715	1.92274678	0.00163621	0.52008929	0	22	4	Mountain Gorilla	FALSE	ASV_B57:Clostridiales	118.9090909	ASV_B57	22	0	0	0.7693133	FALSE	0	ASV_B57:Clostridiales	49148	0.56687063
11738	2.02575107	8.52E-04	0.49364407	0	16	4	Mountain Gorilla	FALSE	ASV_B574:Bacteroidales	130	ASV_B574	16	0	0	0.74356223	FALSE	0	ASV_B574:Bacteroidales	24868	0.63861386
11755	2.20600858	6.49E-05	0.45330739	0	6	4	Mountain Gorilla	FALSE	ASV_B575:f__RFP12	168.3333333	ASV_B575	6	0	0	0.69849785	FALSE	0	ASV_B575:f__RFP12	1636	0.87609075
11762	1.92274678	0.00170093	0.52008929	0	22	4	Mountain Gorilla	FALSE	ASV_B576:f__RF16	117.7272727	ASV_B576	22	0	0	0.7693133	FALSE	0	ASV_B576:f__RF16	49964	0.56118881
11785	2.25751073	8.05E-06	0.44296578	0	3	4	Mountain Gorilla	FALSE	ASV_B577:Lachnospiraceae	182	ASV_B577	3	0	0	0.68562232	FALSE	0	ASV_B577:Lachnospiraceae	136	0.96276596
11789	2.14592275	1.94E-04	0.466	0	9	4	Mountain Gorilla	FALSE	ASV_B578:Faecalibacterium prausnitzii	156.4444444	ASV_B578	9	0	0	0.71351931	FALSE	0	ASV_B578:Faecalibacterium prausnitzii	5462	0.797151
11799	1.9055794	0.00185463	0.52477477	0	23	3	Mountain Gorilla	FALSE	ASV_B58:Sutterella	116.3913044	ASV_B58	23	0	0	0.77360515	FALSE	0	ASV_B58:Sutterella	54814	0.5521115
11823	2.10300429	9.05E-04	0.4755102	0	12	4	Mountain Gorilla	FALSE	ASV_B582:Clostridiales	137.75	ASV_B582	12	0	0	0.72424893	FALSE	0	ASV_B582:Clostridiales	12888	0.69416244
11836	2.1888412	4.03E-04	0.45686275	0	7	4	Mountain Gorilla	FALSE	ASV_B589:Betaproteobacteria	149.8571429	ASV_B589	7	0	0	0.7027897	FALSE	0	ASV_B589:Betaproteobacteria	3712	0.77529762
11844	1.9055794	0.00185463	0.52477477	0	23	3	Mountain Gorilla	FALSE	ASV_B59:Clostridiales	116.3913044	ASV_B59	23	0	0	0.77360515	FALSE	0	ASV_B59:Clostridiales	54814	0.5521115
11868	1.9055794	0.00185463	0.52477477	0	23	3	Mountain Gorilla	FALSE	ASV_B60:Bacteroidales	116.3913044	ASV_B60	23	0	0	0.77360515	FALSE	0	ASV_B60:Bacteroidales	54814	0.5521115
11892	1.9055794	0.00185463	0.52477477	0	23	3	Mountain Gorilla	FALSE	ASV_B61:g__YRC22	116.3913044	ASV_B61	23	0	0	0.77360515	FALSE	0	ASV_B61:g__YRC22	54814	0.5521115
11916	1.9055794	0.00185463	0.52477477	0	23	3	Mountain Gorilla	FALSE	ASV_B62:Coriobacteriaceae	116.3913044	ASV_B62	23	0	0	0.77360515	FALSE	0	ASV_B62:Coriobacteriaceae	54814	0.5521115
11940	1.9055794	0.00185463	0.52477477	0	23	3	Mountain Gorilla	FALSE	ASV_B63:Clostridiales	116.3913044	ASV_B63	23	0	0	0.77360515	FALSE	0	ASV_B63:Clostridiales	54814	0.5521115
11964	1.9055794	0.00185463	0.52477477	0	23	3	Mountain Gorilla	FALSE	ASV_B64:g__RFN20	116.3913044	ASV_B64	23	0	0	0.77360515	FALSE	0	ASV_B64:g__RFN20	54814	0.5521115
11988	1.97424893	0.0013188	0.50652174	0	19	4	Mountain Gorilla	FALSE	ASV_B646:Coriobacteriaceae	119.9473684	ASV_B646	19	0	0	0.75643777	FALSE	0	ASV_B646:Coriobacteriaceae	38096	0.58023107
12008	2.17167382	4.81E-04	0.46047431	0	8	4	Mountain Gorilla	FALSE	ASV_B649:Bacteroidales	147.375	ASV_B649	8	0	0	0.70708155	FALSE	0	ASV_B649:Bacteroidales	5096	0.75841969
12017	1.9055794	0.00185463	0.52477477	0	23	3	Mountain Gorilla	FALSE	ASV_B65:g__SHD-231	116.3913044	ASV_B65	23	0	0	0.77360515	FALSE	0	ASV_B65:g__SHD-231	54814	0.5521115
12041	2.27467811	1.70E-06	0.43962264	0	2	4	Mountain Gorilla	FALSE	ASV_B652:Unassigned	185.5	ASV_B652	2	0	0	0.68133047	FALSE	0	ASV_B652:Unassigned	24	0.98663102
12044	2.00858369	9.71E-04	0.49786325	0	17	4	Mountain Gorilla	FALSE	ASV_B653:Anaeroplasmataceae	127.5294118	ASV_B653	17	0	0	0.74785408	FALSE	0	ASV_B653:Anaeroplasmataceae	28584	0.62329759
12062	2.22317597	3.21E-05	0.44980695	0	5	4	Mountain Gorilla	FALSE	ASV_B654:Mogibacteriaceae	176	ASV_B654	5	0	0	0.69420601	FALSE	0	ASV_B654:Mogibacteriaceae	648	0.92105263
12068	2.11158798	3.91E-04	0.47357724	0	11	4	Mountain Gorilla	FALSE	ASV_B655:Ruminococcaceae	142.1818182	ASV_B655	11	0	0	0.722103	FALSE	0	ASV_B655:Ruminococcaceae	11312	0.71665898
12080	2.17167382	1.59E-04	0.46047431	0	8	4	Mountain Gorilla	FALSE	ASV_B656:Tannerella	155.75	ASV_B656	8	0	0	0.70708155	FALSE	0	ASV_B656:Tannerella	4484	0.80181347
12089	2.17167382	4.81E-04	0.46047431	0	8	4	Mountain Gorilla	FALSE	ASV_B662:Bacteroidales	147.375	ASV_B662	8	0	0	0.70708155	FALSE	0	ASV_B662:Bacteroidales	5096	0.75841969
12098	2.22317597	2.61E-04	0.44980695	0	5	4	Mountain Gorilla	FALSE	ASV_B663:Treponema	147.4	ASV_B663	5	0	0	0.69420601	FALSE	0	ASV_B663:Treponema	1872	0.77052632
12104	2.01716738	0.00107949	0.49574468	0	17	4	Mountain Gorilla	FALSE	ASV_B675:Bacteroidales	120.2352941	ASV_B675	17	0	0	0.74570815	FALSE	0	ASV_B675:Bacteroidales	30532	0.59027373
12122	2.24034335	1.73E-05	0.44636015	0	4	4	Mountain Gorilla	FALSE	ASV_B676:ML615J-28	179.5	ASV_B676	4	0	0	0.68991416	FALSE	0	ASV_B676:ML615J-28	316	0.94444444
12127	2.18025751	1.10E-04	0.45866142	0	7	4	Mountain Gorilla	FALSE	ASV_B687:ML615J-28	163.8571429	ASV_B687	7	0	0	0.70493562	FALSE	0	ASV_B687:ML615J-28	2944	0.84381939
12135	2.07725322	5.98E-04	0.48140496	0	13	4	Mountain Gorilla	FALSE	ASV_B702:Dehalobacterium	132.6153846	ASV_B702	13	0	0	0.7306867	FALSE	0	ASV_B702:Dehalobacterium	17478	0.66138384
12149	2.20600858	1.43E-04	0.45330739	0	6	4	Mountain Gorilla	FALSE	ASV_B710:o__RF39	146.8333333	ASV_B710	6	0	0	0.69849785	FALSE	0	ASV_B710:o__RF39	3584	0.76352531
12156	1.93991416	0.00154814	0.51548673	0	21	4	Mountain Gorilla	FALSE	ASV_B711:f__RF16	119.4285714	ASV_B711	21	0	0	0.76502146	FALSE	0	ASV_B711:f__RF16	45370	0.5721187
12178	1.9055794	0.00185463	0.52477477	0	23	3	Mountain Gorilla	FALSE	ASV_B712:f__F16	116.3913044	ASV_B712	23	0	0	0.77360515	FALSE	0	ASV_B712:f__F16	54814	0.5521115
12202	1.92274678	0.00172991	0.52008929	0	22	4	Mountain Gorilla	FALSE	ASV_B713:Mogibacteriaceae	115.7727273	ASV_B713	22	0	0	0.7693133	FALSE	0	ASV_B713:Mogibacteriaceae	50560	0.55179196
12225	2.22317597	3.21E-05	0.44980695	0	5	4	Mountain Gorilla	FALSE	ASV_B714:Lachnospiraceae	176	ASV_B714	5	0	0	0.69420601	FALSE	0	ASV_B714:Lachnospiraceae	648	0.92105263
12231	2.12875536	3.36E-04	0.46975806	0	10	4	Mountain Gorilla	FALSE	ASV_B715:Coriobacteriaceae	142.3	ASV_B715	10	0	0	0.71781116	FALSE	0	ASV_B715:Coriobacteriaceae	9466	0.72091837
12242	2.27467811	1.70E-06	0.43962264	0	2	4	Mountain Gorilla	FALSE	ASV_B731:Betaproteobacteria	185.5	ASV_B731	2	0	0	0.68133047	FALSE	0	ASV_B731:Betaproteobacteria	24	0.98663102
12245	2.27467811	1.70E-06	0.43962264	0	2	4	Mountain Gorilla	FALSE	ASV_B735:Lachnospiraceae	185.5	ASV_B735	2	0	0	0.68133047	FALSE	0	ASV_B735:Lachnospiraceae	24	0.98663102
12248	2.24034335	1.73E-05	0.44636015	0	4	4	Mountain Gorilla	FALSE	ASV_B736:Ruminococcaceae	179.5	ASV_B736	4	0	0	0.68991416	FALSE	0	ASV_B736:Ruminococcaceae	316	0.94444444
12253	2.06866953	0.00132437	0.48340249	0	14	4	Mountain Gorilla	FALSE	ASV_B745:Asteroleplasma anaerobium	125	ASV_B745	14	0	0	0.73283262	FALSE	0	ASV_B745:Asteroleplasma anaerobium	21312	0.62311558
12268	2.55793991	4.48E-05	0.3909396	0	2	4	Mountain Gorilla	FALSE	ASV_B758:Bacteroidales	84.5	ASV_B758	2	0	0	0.61051502	FALSE	0	ASV_B758:Bacteroidales	294	0.54220779
12271	2.17167382	4.81E-04	0.46047431	0	8	4	Mountain Gorilla	FALSE	ASV_B762:Coriobacteriaceae	147.375	ASV_B762	8	0	0	0.70708155	FALSE	0	ASV_B762:Coriobacteriaceae	5096	0.75841969
12280	2.27467811	1.70E-06	0.43962264	0	2	4	Mountain Gorilla	FALSE	ASV_B792:f__R4-45B	185.5	ASV_B792	2	0	0	0.68133047	FALSE	0	ASV_B792:f__R4-45B	24	0.98663102
12283	2.07725322	6.02E-04	0.48140496	0	13	4	Mountain Gorilla	FALSE	ASV_B796: Rickettsiales	133.3076923	ASV_B796	13	0	0	0.7306867	FALSE	0	ASV_B796: Rickettsiales	17452	0.66486278
12297	1.92274678	0.00170093	0.52008929	0	22	4	Mountain Gorilla	FALSE	ASV_B797: Bacteroidales	117.7272727	ASV_B797	22	0	0	0.7693133	FALSE	0	ASV_B797: Bacteroidales	49964	0.56118881
12320	2.27467811	1.70E-06	0.43962264	0	2	4	Mountain Gorilla	FALSE	ASV_B798: Sphaerochaeta	185.5	ASV_B798	2	0	0	0.68133047	FALSE	0	ASV_B798: Sphaerochaeta	24	0.98663102
12323	2.14592275	2.20E-04	0.466	0	9	4	Mountain Gorilla	FALSE	ASV_B799: Treponema	148.7777778	ASV_B799	9	0	0	0.71351931	FALSE	0	ASV_B799: Treponema	6294	0.75783476
12333	2.15450644	2.47E-04	0.46414343	0	9	4	Mountain Gorilla	FALSE	ASV_B800: Sphaerochaeta	146.7777778	ASV_B800	9	0	0	0.71137339	FALSE	0	ASV_B800: Sphaerochaeta	7056	0.75143184
12343	1.89699571	0.00349097	0.52714932	0	24	2	Mountain Gorilla	FALSE	ASV_B801: Coriobacteriaceae	112.3333333	ASV_B801	24	0	0	0.77575107	FALSE	0	ASV_B801: Coriobacteriaceae	61424	0.53269537
12368	1.9055794	0.00185463	0.52477477	0	23	3	Mountain Gorilla	FALSE	ASV_B802: Sphaerochaeta	116.3913044	ASV_B802	23	0	0	0.77360515	FALSE	0	ASV_B802: Sphaerochaeta	54814	0.5521115
12392	2.19742489	6.36E-05	0.45507813	0	6	4	Mountain Gorilla	FALSE	ASV_B804: Roseburia	171.6666667	ASV_B804	6	0	0	0.70064378	FALSE	0	ASV_B804: Roseburia	1518	0.88888889
12399	2.24034335	1.73E-05	0.44636015	0	4	4	Mountain Gorilla	FALSE	ASV_B807: Clostridiales	179.5	ASV_B807	4	0	0	0.68991416	FALSE	0	ASV_B807: Clostridiales	316	0.94444444
12404	2.00858369	9.31E-04	0.49786325	0	17	4	Mountain Gorilla	FALSE	ASV_B81: Bacteroidales	129.3529412	ASV_B81	17	0	0	0.74785408	FALSE	0	ASV_B81: Bacteroidales	28084	0.6322805
12422	2.27467811	1.70E-06	0.43962264	0	2	4	Mountain Gorilla	FALSE	ASV_B812:vadinCA11	185.5	ASV_B812	2	0	0	0.68133047	FALSE	0	ASV_B812:vadinCA11	24	0.98663102
12425	2.24034335	1.97E-04	0.44636015	0	4	4	Mountain Gorilla	FALSE	ASV_B852:f__F16	141.25	ASV_B852	4	0	0	0.68991416	FALSE	0	ASV_B852:f__F16	1324	0.74206349
12430	2.19742489	6.36E-05	0.45507813	0	6	4	Mountain Gorilla	FALSE	ASV_B882:Erysipelotrichaceae	171.6666667	ASV_B882	6	0	0	0.70064378	FALSE	0	ASV_B882:Erysipelotrichaceae	1518	0.88888889
12437	2.14592275	2.15E-04	0.466	0	9	4	Mountain Gorilla	FALSE	ASV_B892: Treponema	153.7777778	ASV_B892	9	0	0	0.71351931	FALSE	0	ASV_B892: Treponema	6110	0.78347578
12447	2.25751073	1.34E-04	0.44296578	0	3	4	Mountain Gorilla	FALSE	ASV_B894:Dialister	130	ASV_B894	3	0	0	0.68562232	FALSE	0	ASV_B894:Dialister	834	0.68617021
12451	2.25751073	8.05E-06	0.44296578	0	3	4	Mountain Gorilla	FALSE	ASV_B895: Ruminococcaceae	182	ASV_B895	3	0	0	0.68562232	FALSE	0	ASV_B895: Ruminococcaceae	136	0.96276596
12455	1.92274678	0.00170093	0.52008929	0	22	4	Mountain Gorilla	FALSE	ASV_B899: Prevotellaceae	117.7272727	ASV_B899	22	0	0	0.7693133	FALSE	0	ASV_B899: Prevotellaceae	49964	0.56118881
12478	1.9055794	0.00185463	0.52477477	0	23	3	Mountain Gorilla	FALSE	ASV_B90: Bacteroidales	116.3913044	ASV_B90	23	0	0	0.77360515	FALSE	0	ASV_B90: Bacteroidales	54814	0.5521115
12502	1.97424893	0.00130563	0.50652174	0	19	4	Mountain Gorilla	FALSE	ASV_B900:Desulfovibrio D168	121.2631579	ASV_B900	19	0	0	0.75643777	FALSE	0	ASV_B900:Desulfovibrio D168	37428	0.58664955
12522	1.95708155	0.00142223	0.51096491	0	20	4	Mountain Gorilla	FALSE	ASV_B901: Coriobacteriaceae	120.45	ASV_B901	20	0	0	0.76072961	FALSE	0	ASV_B901: Coriobacteriaceae	41246	0.57985437
12543	2.20600858	1.27E-04	0.45330739	0	6	4	Mountain Gorilla	FALSE	ASV_B902: Prevotella	142	ASV_B902	6	0	0	0.69849785	FALSE	0	ASV_B902: Prevotella	3500	0.7382199
12550	2.25751073	8.96E-06	0.44296578	0	3	4	Mountain Gorilla	FALSE	ASV_B903:Coriobacteriaceae	181	ASV_B903	3	0	0	0.68562232	FALSE	0	ASV_B903:Coriobacteriaceae	160	0.95744681
12554	1.9055794	0.00185463	0.52477477	0	23	3	Mountain Gorilla	FALSE	ASV_B904: Prevotella	116.3913044	ASV_B904	23	0	0	0.77360515	FALSE	0	ASV_B904: Prevotella	54814	0.5521115
12578	2.17167382	2.12E-04	0.46047431	0	8	4	Mountain Gorilla	FALSE	ASV_B905:Ruminococcus gnavus	146.875	ASV_B905	8	0	0	0.70708155	FALSE	0	ASV_B905:Ruminococcus gnavus	5880	0.75582902
12587	2.1888412	1.56E-04	0.45686275	0	7	4	Mountain Gorilla	FALSE	ASV_B906: Lachnospiraceae	152.4285714	ASV_B906	7	0	0	0.7027897	FALSE	0	ASV_B906: Lachnospiraceae	4176	0.78869048
12595	1.99141631	0.00115573	0.50215517	0	18	4	Mountain Gorilla	FALSE	ASV_B907: Coprococcus	123.1111111	ASV_B907	18	0	0	0.75214592	FALSE	0	ASV_B907: Coprococcus	33870	0.59858388
12614	1.9055794	0.00185463	0.52477477	0	23	3	Mountain Gorilla	FALSE	ASV_B91:Succinimonas amylolytica	116.3913044	ASV_B91	23	0	0	0.77360515	FALSE	0	ASV_B91:Succinimonas amylolytica	54814	0.5521115
