SUID	AverageShortestPathLength	BetweennessCentrality	ClosenessCentrality	ClusteringCoefficient	Degree	Eccentricity	Group	IsSingleNode	name	NeighborhoodConnectivity	New_Name	NumberOfDirectedEdges	NumberOfUndirectedEdges	PartnerOfMultiEdgedNodePairs	Radiality	selected	SelfLoops	shared name	Stress	TopologicalCoefficient
12638	2.20600858	8.22E-05	0.45330739	0	6	4	Mountain Gorilla	FALSE	ASV_B911:o__HA64	162.1666667	ASV_B911	6	0	0	0.69849785	FALSE	0	ASV_B911:o__HA64	2208	0.84380454
12645	2.00858369	8.94E-04	0.49786325	0	17	4	Mountain Gorilla	FALSE	ASV_B92: Clostridiales	130.7058824	ASV_B92	17	0	0	0.74785408	FALSE	0	ASV_B92: Clostridiales	27488	0.63894523
12663	1.9055794	0.00185463	0.52477477	0	23	3	Mountain Gorilla	FALSE	ASV_B93: Bacteroidales	116.3913044	ASV_B93	23	0	0	0.77360515	FALSE	0	ASV_B93: Bacteroidales	54814	0.5521115
12687	2.24034335	1.96E-04	0.44636015	0	4	4	Mountain Gorilla	FALSE	ASV_B938:Butyrivibrio	140.5	ASV_B938	4	0	0	0.68991416	FALSE	0	ASV_B938:Butyrivibrio	1338	0.73809524
12692	1.95708155	0.00132859	0.51096491	0	20	4	Mountain Gorilla	FALSE	ASV_B94: Bacteroidales	123	ASV_B94	20	0	0	0.76072961	FALSE	0	ASV_B94: Bacteroidales	40288	0.59223301
12713	2.02575107	7.91E-04	0.49364407	0	16	4	Mountain Gorilla	FALSE	ASV_B95: g__p-75-a5	132.6875	ASV_B95	16	0	0	0.74356223	FALSE	0	ASV_B95: g__p-75-a5	24100	0.65191832
12730	2.30042918	0	0.43470149	0	1	4	Mountain Gorilla	FALSE	ASV_B954: Ruminococcaceae	186	ASV_B954	1	0	0	0.6748927	FALSE	0	ASV_B954: Ruminococcaceae	0	0
12732	1.9055794	0.00185463	0.52477477	0	23	3	Mountain Gorilla	FALSE	ASV_B96: Treponema	116.3913044	ASV_B96	23	0	0	0.77360515	FALSE	0	ASV_B96: Treponema	54814	0.5521115
12756	1.9055794	0.00185463	0.52477477	0	23	3	Mountain Gorilla	FALSE	ASV_B97: Parabacteroides	116.3913044	ASV_B97	23	0	0	0.77360515	FALSE	0	ASV_B97: Parabacteroides	54814	0.5521115
12780	1.9055794	0.00185463	0.52477477	0	23	3	Mountain Gorilla	FALSE	ASV_B98: Prevotellaceae	116.3913044	ASV_B98	23	0	0	0.77360515	FALSE	0	ASV_B98: Prevotellaceae	54814	0.5521115
12804	1.9055794	0.00185463	0.52477477	0	23	3	Mountain Gorilla	FALSE	ASV_B99: Ruminococcaceae	116.3913044	ASV_B99	23	0	0	0.77360515	FALSE	0	ASV_B99: Ruminococcaceae	54814	0.5521115
15770	1.85714286	0	0.53846154	0	1	2	USA-Human	FALSE	Bacteroides caccae	7	ASV_B429	1	0	0	0.57142857	FALSE	0	Bacteroides caccae	0	0
616	1	1	1	0	7	1	USA-Human	FALSE	Saccharomyces	1	ASV_F357	7	0	0	1	FALSE	0	Saccharomyces	42	0
15772	1	0	1	0	1	1	USA-Human	FALSE	Bacteroides uniformis	1	ASV_B664	1	0	0	1	FALSE	0	Bacteroides uniformis	0	0
498	1	0	1	0	1	1	USA-Human	FALSE	Unidentified	1	ASV_F363	1	0	0	1	FALSE	0	Unidentified	0	0
605	1.85714286	0	0.53846154	0	1	2	USA-Human	FALSE	Parabacteroides	7	ASV_B250	1	0	0	0.57142857	FALSE	0	Parabacteroides	0	0
15775	1.85714286	0	0.53846154	0	1	2	USA-Human	FALSE	Parabacteroides distasonis	7	ASV_B594	1	0	0	0.57142857	FALSE	0	Parabacteroides distasonis	0	0
15777	1.85714286	0	0.53846154	0	1	2	USA-Human	FALSE	Alistipes onderdonkii	7	ASV_B609	1	0	0	0.57142857	FALSE	0	Alistipes onderdonkii	0	0
720	1.85714286	0	0.53846154	0	1	2	USA-Human	FALSE	Clostridium	7	ASV_B163	1	0	0	0.57142857	FALSE	0	Clostridium	0	0
481	1.85714286	0	0.53846154	0	1	2	USA-Human	FALSE	Coprococcus	7	ASV_B773	1	0	0	0.57142857	FALSE	0	Coprococcus	0	0
15781	1.85714286	0	0.53846154	0	1	2	USA-Human	FALSE	Oscillospira	7	ASV_B266	1	0	0	0.57142857	FALSE	0	Oscillospira	0	0
15813	2.13818182	0.00215488	0.46768707	0	9	4	Western Lowland Gorilla	FALSE	ASV_B665:Methanomassiliicoccaceae	118.8888889	ASV_B665	9	0	0	0.77236364	FALSE	0	ASV_B665:Methanomassiliicoccaceae	20256	0.49952919
15814	2.83636364	4.56E-04	0.3525641	0	17	4	Western Lowland Gorilla	FALSE	ASV_F409: Penicillium herquei	12.70588235	ASV_F409	17	0	0	0.63272727	FALSE	0	ASV_F409: Penicillium herquei	3198	0.73161765
15816	1.95636364	0.06503928	0.51115242	0	133	3	Western Lowland Gorilla	FALSE	ASV_F369: Unidentified	10.72932331	ASV_F369	133	0	0	0.80872727	FALSE	0	ASV_F369: Unidentified	544770	0.46330111
15818	2.20363636	0.0446292	0.45379538	0	100	4	Western Lowland Gorilla	FALSE	ASV_F373: Aspergillaceae	11.51	ASV_F373	100	0	0	0.75927273	FALSE	0	ASV_F373: Aspergillaceae	512600	0.5255
15820	2.00727273	0.06448401	0.49818841	0	129	4	Western Lowland Gorilla	FALSE	ASV_F371: Hanseniaspora	10.82170543	ASV_F371	129	0	0	0.79854545	FALSE	0	ASV_F371: Hanseniaspora	623980	0.5456503
15822	2.95272727	4.55E-05	0.33866995	0	5	5	Western Lowland Gorilla	FALSE	ASV_F399: Trichoderma spirale	10.2	ASV_F399	5	0	0	0.60945455	FALSE	0	ASV_F399: Trichoderma spirale	408	0.65714286
15824	1.60727273	0.16291856	0.62217195	0	181	3	Western Lowland Gorilla	FALSE	ASV_F365: Unidentified	8.98895028	ASV_F365	181	0	0	0.87854545	FALSE	0	ASV_F365: Unidentified	877502	0.3804262
15826	1.79636364	0.09994069	0.55668016	0	155	3	Western Lowland Gorilla	FALSE	ASV_F366: Unidentified	9.85806452	ASV_F366	155	0	0	0.84072727	FALSE	0	ASV_F366: Unidentified	690212	0.4218126
15828	1.41090909	0.32431617	0.70876289	0	208	3	Western Lowland Gorilla	FALSE	ASV_F364: Unidentified	8	ASV_F364	208	0	0	0.91781818	FALSE	0	ASV_F364: Unidentified	1200926	0.33333333
15830	1.89090909	0.07800614	0.52884615	0	142	3	Western Lowland Gorilla	FALSE	ASV_F375: Unidentified	10.45070423	ASV_F375	142	0	0	0.82181818	FALSE	0	ASV_F375: Unidentified	592776	0.45003353
15832	2.40727273	0	0.41540785	0	1	4	Western Lowland Gorilla	FALSE	ASV_B606:Methanomassiliicoccaceae	208	ASV_B606	1	0	0	0.71854545	FALSE	0	ASV_B606:Methanomassiliicoccaceae	0	0
15834	2.08	0.00125495	0.48076923	0	10	4	Western Lowland Gorilla	FALSE	ASV_B419:Coriobacteriaceae	131.1	ASV_B419	10	0	0	0.784	FALSE	0	ASV_B419:Coriobacteriaceae	23626	0.53539095
15836	1.97818182	0.00211848	0.50551471	0	14	3	Western Lowland Gorilla	FALSE	ASV_B147:Coriobacteriaceae	120.3571429	ASV_B147	14	0	0	0.80436364	FALSE	0	ASV_B147:Coriobacteriaceae	43988	0.47176736
15839	1.98545455	0.00167629	0.503663	0	13	3	Western Lowland Gorilla	FALSE	ASV_B40:Coriobacteriaceae	128.3076923	ASV_B40	13	0	0	0.80290909	FALSE	0	ASV_B40:Coriobacteriaceae	40590	0.50319246
15842	1.98545455	0.00167629	0.503663	0	13	3	Western Lowland Gorilla	FALSE	ASV_B43:Coriobacteriaceae	128.3076923	ASV_B43	13	0	0	0.80290909	FALSE	0	ASV_B43:Coriobacteriaceae	40590	0.50319246
15844	1.98545455	0.00167629	0.503663	0	13	3	Western Lowland Gorilla	FALSE	ASV_B37:Coriobacteriaceae	128.3076923	ASV_B37	13	0	0	0.80290909	FALSE	0	ASV_B37:Coriobacteriaceae	40590	0.50319246
15846	2.00727273	0.00140737	0.49818841	0	12	4	Western Lowland Gorilla	FALSE	ASV_B72:Coriobacteriaceae	133.3333333	ASV_B72	12	0	0	0.79854545	FALSE	0	ASV_B72:Coriobacteriaceae	34114	0.52722444
15848	1.98545455	0.00167629	0.503663	0	13	3	Western Lowland Gorilla	FALSE	ASV_B39:Coriobacteriaceae	128.3076923	ASV_B39	13	0	0	0.80290909	FALSE	0	ASV_B39:Coriobacteriaceae	40590	0.50319246
15850	1.98545455	0.00167629	0.503663	0	13	3	Western Lowland Gorilla	FALSE	ASV_B66:Coriobacteriaceae	128.3076923	ASV_B66	13	0	0	0.80290909	FALSE	0	ASV_B66:Coriobacteriaceae	40590	0.50319246
15852	2.00727273	0.00140737	0.49818841	0	12	4	Western Lowland Gorilla	FALSE	ASV_B75:Coriobacteriaceae	133.3333333	ASV_B75	12	0	0	0.79854545	FALSE	0	ASV_B75:Coriobacteriaceae	34114	0.52722444
15854	2.02181818	0.00126724	0.49460432	0	11	4	Western Lowland Gorilla	FALSE	ASV_B145:Coriobacteriaceae	138.3636364	ASV_B145	11	0	0	0.79563636	FALSE	0	ASV_B145:Coriobacteriaceae	30490	0.54945455
15856	2.03636364	0.0084039	0.49107143	0	11	4	Western Lowland Gorilla	FALSE	ASV_B38:Coriobacteriaceae	128.2727273	ASV_B38	11	0	0	0.79272727	FALSE	0	ASV_B38:Coriobacteriaceae	42844	0.51319648
15858	2.12363636	6.86E-04	0.47089041	0	8	4	Western Lowland Gorilla	FALSE	ASV_B177:Coriobacteriaceae	149.25	ASV_B177	8	0	0	0.77527273	FALSE	0	ASV_B177:Coriobacteriaceae	15682	0.62029289
15860	2.12363636	6.86E-04	0.47089041	0	8	4	Western Lowland Gorilla	FALSE	ASV_B247:Coriobacteriaceae	149.25	ASV_B247	8	0	0	0.77527273	FALSE	0	ASV_B247:Coriobacteriaceae	15682	0.62029289
15862	2.10909091	8.00E-04	0.47413793	0	9	4	Western Lowland Gorilla	FALSE	ASV_B221:Coriobacteriaceae	141.3333333	ASV_B221	9	0	0	0.77818182	FALSE	0	ASV_B221:Coriobacteriaceae	18424	0.58472222
15875	2.03636364	0.05519994	0.49107143	0	123	4	Western Lowland Gorilla	FALSE	ASV_F368: Schwanniomyces occidentalis	10.91056911	ASV_F368	123	0	0	0.79272727	FALSE	0	ASV_F368: Schwanniomyces occidentalis	530708	0.49552846
15887	2.23272727	2.93E-04	0.44788274	0	5	4	Western Lowland Gorilla	FALSE	ASV_B696:Coriobacteriaceae	161.8	ASV_B696	5	0	0	0.75345455	FALSE	0	ASV_B696:Coriobacteriaceae	5864	0.70837004
15906	2.08	0.0596273	0.48076923	0	116	3	Western Lowland Gorilla	FALSE	ASV_F374: Beauveria felina	11.12068966	ASV_F374	116	0	0	0.784	FALSE	0	ASV_F374: Beauveria felina	597554	0.4819376
15917	2.11636364	0.03696565	0.47250859	0	112	4	Western Lowland Gorilla	FALSE	ASV_F370: Sordariales	11.3125	ASV_F370	112	0	0	0.77672727	FALSE	0	ASV_F370: Sordariales	349602	0.515625
15927	2.38545455	0.01575856	0.41920732	0	78	4	Western Lowland Gorilla	FALSE	ASV_F377: Ascotricha chartarum	12.20512821	ASV_F377	78	0	0	0.72290909	FALSE	0	ASV_F377: Ascotricha chartarum	168878	0.65912519
15937	3.03272727	0	0.32973621	0	1	5	Western Lowland Gorilla	FALSE	ASV_F406: Nidulariopsis iowensis	11	ASV_F406	1	0	0	0.59345455	FALSE	0	ASV_F406: Nidulariopsis iowensis	0	0
15984	2.02909091	0.05362499	0.49283154	0	123	3	Western Lowland Gorilla	FALSE	ASV_F376: Unidentified	10.82926829	ASV_F376	123	0	0	0.79418182	FALSE	0	ASV_F376: Unidentified	482196	0.46806039
16002	2.40727273	0	0.41540785	0	1	4	Western Lowland Gorilla	FALSE	ASV_B448:Coriobacteriaceae	208	ASV_B448	1	0	0	0.71854545	FALSE	0	ASV_B448:Coriobacteriaceae	0	0
16005	2.45090909	0.02143814	0.40801187	0	68	4	Western Lowland Gorilla	FALSE	ASV_F384: Unidentified	11.77941176	ASV_F384	68	0	0	0.70981818	FALSE	0	ASV_F384: Unidentified	282340	0.59885621
16022	2.40727273	0	0.41540785	0	1	4	Western Lowland Gorilla	FALSE	ASV_B645:Coriobacteriaceae	208	ASV_B645	1	0	0	0.71854545	FALSE	0	ASV_B645:Coriobacteriaceae	0	0
16025	2	0.00182689	0.5	0	13	4	Western Lowland Gorilla	FALSE	ASV_B175:Adlercreutzia	124.3846154	ASV_B175	13	0	0	0.8	FALSE	0	ASV_B175:Adlercreutzia	37304	0.49157217
16039	2.40727273	0	0.41540785	0	1	4	Western Lowland Gorilla	FALSE	ASV_B879:Adlercreutzia	208	ASV_B879	1	0	0	0.71854545	FALSE	0	ASV_B879:Adlercreutzia	0	0
16041	2.14545455	6.08E-04	0.46610169	0	7	4	Western Lowland Gorilla	FALSE	ASV_B466:Atopobium	150.5714286	ASV_B466	7	0	0	0.77090909	FALSE	0	ASV_B466:Atopobium	13326	0.63110307
16049	2.31272727	9.51E-05	0.43238994	0	3	4	Western Lowland Gorilla	FALSE	ASV_B569:Actinobacteria	181.3333333	ASV_B569	3	0	0	0.73745455	FALSE	0	ASV_B569:Actinobacteria	1646	0.82721713
16053	2.18181818	0.00210402	0.45833333	0	8	4	Western Lowland Gorilla	FALSE	ASV_B764:Bacteroidales	122.125	ASV_B764	8	0	0	0.76363636	FALSE	0	ASV_B764:Bacteroidales	34658	0.52435065
16054	3.06181818	2.69E-05	0.32660333	0	4	5	Western Lowland Gorilla	FALSE	ASV_F402: Aureobasidium thailandense	9	ASV_F402	4	0	0	0.58763636	FALSE	0	ASV_F402: Aureobasidium thailandense	108	0.8
16056	1.98545455	0.00167629	0.503663	0	13	3	Western Lowland Gorilla	FALSE	ASV_B83:Bacteroidales	128.3076923	ASV_B83	13	0	0	0.80290909	FALSE	0	ASV_B83:Bacteroidales	40590	0.50319246
16059	1.98545455	0.00167629	0.503663	0	13	3	Western Lowland Gorilla	FALSE	ASV_B36:Bacteroidales	128.3076923	ASV_B36	13	0	0	0.80290909	FALSE	0	ASV_B36:Bacteroidales	40590	0.50319246
16061	2.03636364	0.00132128	0.49107143	0	11	4	Western Lowland Gorilla	FALSE	ASV_B311:Bacteroidales	133.3636364	ASV_B311	11	0	0	0.79272727	FALSE	0	ASV_B311:Bacteroidales	31018	0.53372434
16063	2.00727273	0.00140737	0.49818841	0	12	4	Western Lowland Gorilla	FALSE	ASV_B171:Bacteroidales	133.3333333	ASV_B171	12	0	0	0.79854545	FALSE	0	ASV_B171:Bacteroidales	34114	0.52722444
16072	2.14545455	6.08E-04	0.46610169	0	7	4	Western Lowland Gorilla	FALSE	ASV_B430:Bacteroidales	150.5714286	ASV_B430	7	0	0	0.77090909	FALSE	0	ASV_B430:Bacteroidales	13326	0.63110307
16075	2.13090909	7.13E-04	0.46928328	0	8	4	Western Lowland Gorilla	FALSE	ASV_B766:Bacteroidales	141.5	ASV_B766	8	0	0	0.77381818	FALSE	0	ASV_B766:Bacteroidales	15776	0.59033613
16112	2.35636364	3.24E-05	0.42438272	0	2	4	Western Lowland Gorilla	FALSE	ASV_B549:Bacteroidales	194.5	ASV_B549	2	0	0	0.72872727	FALSE	0	ASV_B549:Bacteroidales	476	0.9084507
16129	2.40727273	0	0.41540785	0	1	4	Western Lowland Gorilla	FALSE	ASV_B445:Bacteroidales	208	ASV_B445	1	0	0	0.71854545	FALSE	0	ASV_B445:Bacteroidales	0	0
16134	2.40727273	0	0.41540785	0	1	4	Western Lowland Gorilla	FALSE	ASV_B553:Bacteroidales	208	ASV_B553	1	0	0	0.71854545	FALSE	0	ASV_B553:Bacteroidales	0	0
16140	1.98545455	0.00167629	0.503663	0	13	3	Western Lowland Gorilla	FALSE	ASV_B27:Paraprevotellaceae	128.3076923	ASV_B27	13	0	0	0.80290909	FALSE	0	ASV_B27:Paraprevotellaceae	40590	0.50319246
16142	2.00727273	0.00140737	0.49818841	0	12	4	Western Lowland Gorilla	FALSE	ASV_B89:Paraprevotellaceae	133.3333333	ASV_B89	12	0	0	0.79854545	FALSE	0	ASV_B89:Paraprevotellaceae	34114	0.52722444
16144	2.08	0.00427677	0.48076923	0	11	4	Western Lowland Gorilla	FALSE	ASV_B270:Paraprevotellaceae	126	ASV_B270	11	0	0	0.784	FALSE	0	ASV_B270:Paraprevotellaceae	25204	0.51652893
16151	2.96727273	3.17E-06	0.3370098	0	2	4	Western Lowland Gorilla	FALSE	ASV_F390: Candida quercitrusa	12	ASV_F390	2	0	0	0.60654545	FALSE	0	ASV_F390: Candida quercitrusa	36	0.84615385
16170	2.35636364	3.24E-05	0.42438272	0	2	4	Western Lowland Gorilla	FALSE	ASV_B185:Paraprevotellaceae	194.5	ASV_B185	2	0	0	0.72872727	FALSE	0	ASV_B185:Paraprevotellaceae	476	0.9084507
16183	2.00727273	0.00140737	0.49818841	0	12	4	Western Lowland Gorilla	FALSE	ASV_B78:Prevotella	133.3333333	ASV_B78	12	0	0	0.79854545	FALSE	0	ASV_B78:Prevotella	34114	0.52722444
16195	2.36363636	5.07E-05	0.42307692	0	2	4	Western Lowland Gorilla	FALSE	ASV_B768:Prevotella	175	ASV_B768	2	0	0	0.72727273	FALSE	0	ASV_B768:Prevotella	864	0.82075472
16199	1.98545455	0.00167629	0.503663	0	13	3	Western Lowland Gorilla	FALSE	ASV_B84:g__YRC22	128.3076923	ASV_B84	13	0	0	0.80290909	FALSE	0	ASV_B84:g__YRC22	40590	0.50319246
16213	1.98545455	0.00167629	0.503663	0	13	3	Western Lowland Gorilla	FALSE	ASV_B107:Paraprevotellaceae	128.3076923	ASV_B107	13	0	0	0.80290909	FALSE	0	ASV_B107:Paraprevotellaceae	40590	0.50319246
16227	2	0.0019387	0.5	0	13	4	Western Lowland Gorilla	FALSE	ASV_B420:Bacteroides	121	ASV_B420	13	0	0	0.8	FALSE	0	ASV_B420:Bacteroides	39296	0.47808765
16229	1.98545455	0.00531022	0.503663	0	15	4	Western Lowland Gorilla	FALSE	ASV_B317:Bacteroides	108.4666667	ASV_B317	15	0	0	0.80290909	FALSE	0	ASV_B317:Bacteroides	44158	0.42815405
16233	2.03636364	0.00126762	0.49107143	0	11	4	Western Lowland Gorilla	FALSE	ASV_B396:Bacteroides	135.4545455	ASV_B396	11	0	0	0.79272727	FALSE	0	ASV_B396:Bacteroides	30080	0.54215543
16243	2.90909091	7.93E-05	0.34375	0	7	4	Western Lowland Gorilla	FALSE	ASV_F372: Hanseniaspora	12.57142857	ASV_F372	7	0	0	0.61818182	FALSE	0	ASV_F372: Hanseniaspora	588	0.72321429
16248	2.94545455	7.01E-06	0.33950617	0	3	4	Western Lowland Gorilla	FALSE	ASV_F405: Fusarium buharicum	14.66666667	ASV_F405	3	0	0	0.61090909	FALSE	0	ASV_F405: Fusarium buharicum	26	0.91111111
16271	2.25454545	3.10E-04	0.44354839	0	5	4	Western Lowland Gorilla	FALSE	ASV_B793:Bacteroidaceae	149	ASV_B793	5	0	0	0.74909091	FALSE	0	ASV_B793:Bacteroidaceae	6274	0.66071429
16277	2.18909091	5.49E-04	0.45681063	0	7	4	Western Lowland Gorilla	FALSE	ASV_B686:p-2534-18B5	139	ASV_B686	7	0	0	0.76218182	FALSE	0	ASV_B686:p-2534-18B5	11758	0.5974026
16285	1.98545455	0.00167629	0.503663	0	13	3	Western Lowland Gorilla	FALSE	ASV_B82:Parabacteroides	128.3076923	ASV_B82	13	0	0	0.80290909	FALSE	0	ASV_B82:Parabacteroides	40590	0.50319246
16299	2.16727273	5.68E-04	0.4614094	0	7	4	Western Lowland Gorilla	FALSE	ASV_B433:Prevotellaceae	148.4285714	ASV_B433	7	0	0	0.76654545	FALSE	0	ASV_B433:Prevotellaceae	12724	0.63003663
16307	2	0.00182689	0.5	0	13	4	Western Lowland Gorilla	FALSE	ASV_B212:Prevotella	124.3846154	ASV_B212	13	0	0	0.8	FALSE	0	ASV_B212:Prevotella	37304	0.49157217
16309	1.97818182	0.00211848	0.50551471	0	14	3	Western Lowland Gorilla	FALSE	ASV_B183:Prevotella	120.3571429	ASV_B183	14	0	0	0.80436364	FALSE	0	ASV_B183:Prevotella	43988	0.47176736
16311	2.12363636	9.04E-04	0.47089041	0	9	4	Western Lowland Gorilla	FALSE	ASV_B495:Prevotella	131.4444444	ASV_B495	9	0	0	0.77527273	FALSE	0	ASV_B495:Prevotella	20090	0.5480859
16314	2.01454545	0.0014816	0.49638989	0	12	4	Western Lowland Gorilla	FALSE	ASV_B217:Prevotella	128.75	ASV_B217	12	0	0	0.79709091	FALSE	0	ASV_B217:Prevotella	35124	0.511
16316	1.98545455	0.00167629	0.503663	0	13	3	Western Lowland Gorilla	FALSE	ASV_B218:Prevotella	128.3076923	ASV_B218	13	0	0	0.80290909	FALSE	0	ASV_B218:Prevotella	40590	0.50319246
16318	2.08727273	9.65E-04	0.47909408	0	9	4	Western Lowland Gorilla	FALSE	ASV_B423:Prevotella	139.4444444	ASV_B423	9	0	0	0.78254545	FALSE	0	ASV_B423:Prevotella	21690	0.56973022
16336	2.26909091	2.03E-04	0.44070513	0	4	4	Western Lowland Gorilla	FALSE	ASV_B685:Prevotella	168.25	ASV_B685	4	0	0	0.74618182	FALSE	0	ASV_B685:Prevotella	4082	0.75
16362	2.29090909	2.27E-04	0.43650794	0	4	4	Western Lowland Gorilla	FALSE	ASV_B765:Prevotella	149.75	ASV_B765	4	0	0	0.74181818	FALSE	0	ASV_B765:Prevotella	4120	0.67613636
16367	2.26909091	1.87E-04	0.44070513	0	4	4	Western Lowland Gorilla	FALSE	ASV_B603:Prevotella	171.5	ASV_B603	4	0	0	0.74618182	FALSE	0	ASV_B603:Prevotella	3472	0.76457399
16370	2.35636364	3.24E-05	0.42438272	0	2	4	Western Lowland Gorilla	FALSE	ASV_B166:Prevotella	194.5	ASV_B166	2	0	0	0.72872727	FALSE	0	ASV_B166:Prevotella	476	0.9084507
16385	2.40727273	0	0.41540785	0	1	4	Western Lowland Gorilla	FALSE	ASV_B666:Prevotella	208	ASV_B666	1	0	0	0.71854545	FALSE	0	ASV_B666:Prevotella	0	0
16391	2.40727273	0	0.41540785	0	1	4	Western Lowland Gorilla	FALSE	ASV_B303:Prevotella	208	ASV_B303	1	0	0	0.71854545	FALSE	0	ASV_B303:Prevotella	0	0
16395	2.40727273	0	0.41540785	0	1	4	Western Lowland Gorilla	FALSE	ASV_B361:Prevotella	208	ASV_B361	1	0	0	0.71854545	FALSE	0	ASV_B361:Prevotella	0	0
16407	2.25454545	3.23E-04	0.44354839	0	5	4	Western Lowland Gorilla	FALSE	ASV_B425:Prevotella copri	149	ASV_B425	5	0	0	0.74909091	FALSE	0	ASV_B425:Prevotella copri	6274	0.66071429
16409	2.26909091	2.24E-04	0.44070513	0	4	4	Western Lowland Gorilla	FALSE	ASV_B422:Prevotella copri	165	ASV_B422	4	0	0	0.74618182	FALSE	0	ASV_B422:Prevotella copri	4384	0.73542601
16418	1.98545455	0.00167629	0.503663	0	13	3	Western Lowland Gorilla	FALSE	ASV_B34:Prevotella stercorea	128.3076923	ASV_B34	13	0	0	0.80290909	FALSE	0	ASV_B34:Prevotella stercorea	40590	0.50319246
16432	1.98545455	0.00167629	0.503663	0	13	3	Western Lowland Gorilla	FALSE	ASV_B286:Prevotellaceae	128.3076923	ASV_B286	13	0	0	0.80290909	FALSE	0	ASV_B286:Prevotellaceae	40590	0.50319246
16446	1.97818182	0.00211848	0.50551471	0	14	3	Western Lowland Gorilla	FALSE	ASV_B206:f__RF16	120.3571429	ASV_B206	14	0	0	0.80436364	FALSE	0	ASV_B206:f__RF16	43988	0.47176736
16449	2.00727273	0.00140737	0.49818841	0	12	4	Western Lowland Gorilla	FALSE	ASV_B599:f__RF16	133.3333333	ASV_B599	12	0	0	0.79854545	FALSE	0	ASV_B599:f__RF16	34114	0.52722444
16467	2.33454545	9.87E-05	0.42834891	0	3	4	Western Lowland Gorilla	FALSE	ASV_B562:f__RF16	162	ASV_B562	3	0	0	0.73309091	FALSE	0	ASV_B562:f__RF16	1908	0.74883721
16478	2.40727273	0	0.41540785	0	1	4	Western Lowland Gorilla	FALSE	ASV_B388:f__S24-7	208	ASV_B388	1	0	0	0.71854545	FALSE	0	ASV_B388:f__S24-7	0	0
16480	2.13818182	0.00251627	0.46768707	0	9	4	Western Lowland Gorilla	FALSE	ASV_B432:Bacteroidales	125.7777778	ASV_B432	9	0	0	0.77236364	FALSE	0	ASV_B432:Bacteroidales	42296	0.5287194
16483	2.33454545	1.28E-04	0.42834891	0	3	4	Western Lowland Gorilla	FALSE	ASV_B573:Bacteroidales	147	ASV_B573	3	0	0	0.73309091	FALSE	0	ASV_B573:Bacteroidales	2330	0.67906977
16494	1.98545455	0.00167629	0.503663	0	13	3	Western Lowland Gorilla	FALSE	ASV_B42:g__SHD-231	128.3076923	ASV_B42	13	0	0	0.80290909	FALSE	0	ASV_B42:g__SHD-231	40590	0.50319246
16496	2.02181818	0.00126724	0.49460432	0	11	4	Western Lowland Gorilla	FALSE	ASV_B108:g__SHD-231	138.3636364	ASV_B108	11	0	0	0.79563636	FALSE	0	ASV_B108:g__SHD-231	30490	0.54945455
16498	2.02181818	0.00126724	0.49460432	0	11	4	Western Lowland Gorilla	FALSE	ASV_B109:g__SHD-231	138.3636364	ASV_B109	11	0	0	0.79563636	FALSE	0	ASV_B109:g__SHD-231	30490	0.54945455
16532	2.06545455	0.01204475	0.48415493	0	12	4	Western Lowland Gorilla	FALSE	ASV_B418:Streptophyta	113.6666667	ASV_B418	12	0	0	0.78690909	FALSE	0	ASV_B418:Streptophyta	71114	0.46364883
16533	3.01090909	8.47E-06	0.3321256	0	2	5	Western Lowland Gorilla	FALSE	ASV_F401: Cladosporium	11.5	ASV_F401	2	0	0	0.59781818	FALSE	0	ASV_F401: Cladosporium	60	0.80769231
16535	3.06181818	0	0.32660333	0	1	5	Western Lowland Gorilla	FALSE	ASV_F367: Didymosphaeriaceae	12	ASV_F367	1	0	0	0.58763636	FALSE	0	ASV_F367: Didymosphaeriaceae	0	0
16547	2.05818182	0.00107786	0.48586572	0	10	4	Western Lowland Gorilla	FALSE	ASV_B276:Fibrobacter	139.9	ASV_B276	10	0	0	0.78836364	FALSE	0	ASV_B276:Fibrobacter	25296	0.56463415
16558	1.99272727	0.00418508	0.50182482	0	14	4	Western Lowland Gorilla	FALSE	ASV_B426:Clostridiales	115.7142857	ASV_B426	14	0	0	0.80145455	FALSE	0	ASV_B426:Clostridiales	40758	0.45702903
16560	1.98545455	0.00167629	0.503663	0	13	3	Western Lowland Gorilla	FALSE	ASV_B71:Clostridiales	128.3076923	ASV_B71	13	0	0	0.80290909	FALSE	0	ASV_B71:Clostridiales	40590	0.50319246
16563	1.98545455	0.00167629	0.503663	0	13	3	Western Lowland Gorilla	FALSE	ASV_B28:Clostridiales	128.3076923	ASV_B28	13	0	0	0.80290909	FALSE	0	ASV_B28:Clostridiales	40590	0.50319246
16565	1.98545455	0.00167629	0.503663	0	13	3	Western Lowland Gorilla	FALSE	ASV_B30:Clostridiales	128.3076923	ASV_B30	13	0	0	0.80290909	FALSE	0	ASV_B30:Clostridiales	40590	0.50319246
16567	2	0.0015267	0.5	0	12	4	Western Lowland Gorilla	FALSE	ASV_B219:Clostridiales	132.5	ASV_B219	12	0	0	0.8	FALSE	0	ASV_B219:Clostridiales	36652	0.5218254
16569	1.97090909	0.00530251	0.50738007	0	15	3	Western Lowland Gorilla	FALSE	ASV_B602:Clostridiales	111.8666667	ASV_B602	15	0	0	0.80581818	FALSE	0	ASV_B602:Clostridiales	47684	0.43820817
