ITS	Kingdom	Phylum	Class	Order	Family	Genus	Species
fe91d8d880f68973ff2621a9402d2e76	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
3c82beffbca896398814fee6611d4666	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
d3d3d1f735054b6693698974f5d137dd	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
25c2a258cfb764a072c27f06781522ee	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
1a919aca94583f9506ea10bb9ed9cebc	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
e091d342748eb722d65b26ce03da7ad2	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
59b857ef62911a150b279b3229d23b6c	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
d4d6040888200d85be5f2da49eebd645	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
20023e281a3ca173615441fc463027b7	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
abe0175cf47ed0343f31b44e778bf999	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
d826114db2bf740ddbbf1350183762b6	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
aacec7ed251fe864bc5ce38c54a97864	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
fbaeb36cac12fd5262a8d9a07daf6c6e	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
e6eb0a9fc26a9df26f9f6cbc74e960ac	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
47f1d0c933d74eae4ab7da72da24122f	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
fedbab5857c8e5cff546fbb2f50a64a0	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
2f13fb3ad1087b018ca76218c038fd3f	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
fcd58e95df41c281aac8dbb47840d452	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
0f22b754ddf116522eeafae5e8fea74f	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
d2f86e16a8f23e77beca52b21d78274b	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
259bae22b7bbfff3fc85c6c04fcf1cb6	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
08725b5a19506d5b716bd210008528c8	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
8092c33880d7a00ffc814aaa55564225	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
846a80b10b8eb84b7515696817c8bf11	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
db5016822dc8581ed5ae197be3e1c2e0	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
41576f4a8af3803f3fe9d88913d93b89	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
389ed0e51da7e3778620fe8bdd695b38	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
19f45b50ea31db98a6ce2fa36fe70e3c	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
7733820524ab74cb0374fae90eb50833	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
820c0fef20bc1e86a0140bec83bebcf8	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
be5e6cfb586cef1f48c24281e944fe5c	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
e373ae2574370a115f72673eb4b39ee4	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
fcde267da6b3d7205b8a34b531b9b2d1	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
d44aa035485c916c756277dc8f897b05	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
29aeb4c2675455f1a7d7e2cca10e894f	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
05362a5f6f479188256882cc828aac76	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
66aac45c369586c40997b67f83ac2f1d	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
13ef3cb9b12419d743ebe44b5f428c3b	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
e9ad0d564ad1023ceb7d4241ff64f0c8	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
678d9dc2277ce6303978768e42ebcd4d	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
5887dc4064ae1552425c9904a104e2f3	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
83d8dc64031c74dce6d98dd54be0bc1b	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
e3a2afec92f53e1d8dcbcebd01675f5a	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
97dec185ab24c9e263da41ca8ba96c35	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
98353b70cc23784ee63d7eee7e74a3c7	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
57eb2846af57de5afcb6e05d322ae155	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
eda0b5ef403c4e9bea8ce68179805aa0	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
f04d0abc5dec474a51f18ed5fda906e0	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
a4bc6c93e11bcee119410c2e289c1bcd	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
116cab8f02545c9a8f931030547b3dec	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
41ad024a659280a1f9cd0f13d18c1eed	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
f6dac4f9b22d710bf1c99a1924cb9f57	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
2ec5e1985dcef580e88b1c31a2eb225d	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
32b32e5bd654476c9421653fd21bd562	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
c74b8e28678e15b5c894651badc8b86b	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
03d38c11928d577cb0e3fb745292cce7	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
840c5650914627a9d5d30dfdb111da37	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
767afee59e04a196b076164eff6449d9	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
1ef3a78ebc42f258329dac75d700dc48	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
b678aa89a6843ad6553b5af68805b807	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
7a0461acb3dd5daae690dee94b1a2e1f	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
c1efecf4faf76609924adfcec8fb0f8d	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
a3a3910cece9eeef4708a975260f409c	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
8bc943d1b0dbe4f3675c9b92d6621dca	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
a821f44146f1490f9f7d47325d1d5d76	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
84842b329e001f92144161f35941701e	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
82a357abcfed98857f9cd7b6ef20c037	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
ad47415fe9da94cebea9be4e39bdac91	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
fb0386f138139dd518d1ec12b64e48a9	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
94ceef3bd1f9291423cadc4745f58c8b	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
fcf0c9d68e27f034db218e0147166ae2	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
4e8dacc6395eb6e0f074f7716024d417	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
ba7def7cea553e4f3c3afa12c202015a	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
a4152e74c295796eb22e0cfbd65327a1	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
425a829152952a902f4eee24b8e96136	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
95c2d335fe5147264ff3a3b2db25a094	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
d3dfb279476db2a2f300401ff940baa8	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
b22444e69632b222149b97ee8e3a19e9	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
156c3ccd635aa26c49a546836feb08b2	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
f759cfc0e3c909b3771112bb3784db81	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
e6258d16ebad0cd2474e7749946b3f31	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
c5c493e0ca4bd23f6f57ea52a09cb049	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
ba7e792047c44a88534444b1b78464b6	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
707c530e7d506023781f53c5c40dcbbc	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
f960954a21e1bc58fe3a3136683dca5c	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
864f2e39fa7b13d046a96db74bb591a6	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
c673affb9872be2aed9b4a5ddfd9e027	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
49087053c7770cd0bc05fa939c6acace	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
82eefea1b145114b58d3fa47a0850c26	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
d7ed123224c5d3fa41a236d2e29e8ebd	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
8985091c9d684b41d6163128ba3a494a	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
0087343035312eb024a75c30b14fb75b	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
d571757f7e4b5fb2f324b191db02b97d	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
7d534ac0cdebbbd5edb947648b7614a0	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
7b07f3da88dfafe968fb5eec38871fa9	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
965efd411ec7c80e7efbea36ecf6790b	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
c227897f6708cd4224866eddeb5bab68	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
a06ea1f338d6506c5f01c3999e4bb684	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
5a0ca1f0e739ad307e1309cb20c7b501	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
1f944c5c82d6c58bdc357a703b3d6e17	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
1e739984e217fa36b9842d80e99f5ec5	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
32e84ed845642330d3db7c3644c87571	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
37e955a3681cfb222d09a8fe6bc6c5df	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
7f5afcfcd24d0922191d114bc5829bbd	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
eae59d6c6509b7f5142b59d526d8a6ce	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
ca61dc33ee62ed126e8399c2289af0f9	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
98e0ccc72386528410f54c0e140806cd	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
8df40cae6225eef0a301a78da88bc7f6	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
e842079cc6e8ca5c8622b98c26cb2800	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
dc1eadbcafc014c426b07f7259e817be	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
c1b4e15d8d6e613c91ba8b826eb8b04e	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
50d94324fec2fdf20ec26984f8303059	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
bc9f22a060ded57a0bf266c387bf6ae7	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
d8df331ee4e503a6f253837738803d16	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
721407fc99aa3b80fb9634a0b6ca6e33	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
22477441a7ba8023ef3589d2777bc46a	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
9c7b77ec5d63b2392bf339bbe09bd679	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
564c2249eec8636190b1317d03d3c3b4	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
d8fbb1502286d84016871435218dabfb	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
a1e7e593fcf1578c90e6448e18dcf4b9	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
021766054807f7be23a3a9997a5dcac0	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
b5c03511464e4db0ff40ebf08df192dc	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
33b20bc8b9cd5235bdba8381dc8dd78b	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
742544d43e48a65a01d2a8edced16508	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
c4f0d4d8e89e4832ab9855aab4bc0d3e	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
99b849f74045cbcef1f533f17aaf3e05	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
9837434e513e5c6a9bd038e071263b34	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
5f1e8a63371e342f7ea9bbab58e97d9d	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
35c82a4064cf3c71c931d049bdb2ca58	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
894961f8382ae8f150ad185eb869bd43	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
803afe071fcdee5516f4e7d580251d5f	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
91a91c4eb5b02635d4c2ead04d971bd4	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
9c411d223dc11b1329f281acbd571c49	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
6f44f41cc57ca2c7e87556882be97913	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
89c01069dcc794cb09d42eb22c7cf72f	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
2bafc7b6fefb2d658104283e6dcf7ccf	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
db65685d4afd2bba2332e6f7399b65a2	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
bec64947a61150d4bb0d1484e0d5b0ba	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
4f34ec34b7c81f5d16b60e3c5a2224e1	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
edef3a341663612790b59ad392239c71	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
f28a932228a2c02771ee83ebedb9e638	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
2b82aeaf1da6550a18791f186d8c96dd	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
ebbe5516bf5804f2a495babd3949a4e8	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
3d08f0f6dccc1cc00f906ba0b5f88e9d	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
16e95dc33c289f5f863752878850599c	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
da143f1408b70aa0abc1c90af7f8aa9b	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
533725e2f9b66641b41837889c631244	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
e7892acea46ac69aa6899452ef065eba	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
ab69df6ff067f91ccefc4972499fc49a	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
77ca60f914962b134585558ba25c7e77	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
83a26c02d2224f507aa081013a41ae79	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
4462cb99ec9493850e5a0dc9a0809ed5	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
88878d5595dc3e53e3bff69fedd56278	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
c0acfa3095f972d37f7ecd55ffee05d7	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
182603b7590598cd83988da07c0e1362	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
365e324483295565a9a9ff53ffbcc37f	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
94e9c7216fe1a7687204303b2ca5991e	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
23a8c633188b94ab8f0698ab299dd123	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
5cbfc6e11e5c748d51362ee9b0d16b19	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
dbc833b748d41c5e26ce173f37533c28	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
36756fa3a1763d3e4e8a3c9bc3d726be	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
85e5c7183cdc05b394e4d7e315b28696	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
6ad23f120b88711247a259712eb87792	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
7fd52c37f62f60d389b4e80295cfb306	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
fd8ae54d9d15b899b64f9d592495c88e	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
85a90bec243f3762d5b417883f2eba1f	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
361bb948840ca0bf9326f411b9e1e25e	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
f42d7606a49a8b9ead2d69fc59839ec9	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
68206c80550ead3a63be522967a00703	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
5d9b4def29e570f69f6a107360e27913	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
d8ab7ed816934c3a341e0d00811c7722	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
462fb34a9f581dc29d957b197cff5ebf	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
cd0c330780e05117d9066ef3773a4fe7	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
58241e892182443ff3c680dd7eda5d02	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
8602fe739f38d27214326d4acad5507d	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
085d165fcb8a27c7ad038f6304282c30	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
cbd29eb71b93350b3e0716b49c849d7e	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
55cc39dd3b718361f4f3d604800392b2	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
868605de48d9053af92491c3c2d04f7f	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
35fb5115b7aaec328f411a1eaeda96fb	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
5e4486d20648561e83a28b0f137f8825	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
3402a1f9f5fe7d029f6e2b1ab7a3fc6c	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
ee69caa631667a43927e32f118a703df	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
36fcab3782f448c4cd3b67d26c66d206	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
62539f76a1d9962747b753a9c57baf4f	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
cc1a6b7347408afedae2377c10b4b127	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
80be82ccbb73166cc94b903962e61201	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
d379743e52813b0e1f486858120b3fe8	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
21c4d47b314729b9c42cc4ad1a8e195d	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
f7b4ac2178c336118b02a4ab9960490b	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
5af539d9256263f9519d37391bc02090	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
fc3c7f0e99cd0b0a2525d368fa4afd56	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
ad335f9d1d5c9e451cef6deec0971698	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
e6bc97987cbe34936465d82f271df80d	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
d978c243f37f7d6043fdd02f6b2363b6	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
12d8d9a9a40ef92c2bd214dbbb592598	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
5e5203999d955ec2b290a63ff5847d2a	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
8775a8adcab102ac9cb8ebc466d3c426	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
90e727fa32fbf28a82886f59b864e8ca	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
9cf4373bfc68da76369c704720936efc	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
4bc5f80bb52ea10618fad787b8dce4ac	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
a56906c721bfadd37216eda716682f4b	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
8c161c872b35f09b5f9920ec6060e691	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
25270dbd5c50411ae78ad33e84d8cf7a	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
6eeff2beaa0995699f80417513605e04	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
091f550bdf931fe2e19c24e2b5170482	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
e37f3429e8d9e73e1ebcbff119356391	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
91b802cd5424045d6d1c236159aee111	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
0ccd05bb47fadc47bd946ae6d6219d16	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
b690e571340b4c5d125f7a2617a6a3ee	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
8a6f65abf437a4422be98a34aa12cfb9	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
04ab73deff16a4c15565714b076d4986	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
263ea7492a4eb61f9e41c4c128ee0bbc	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
61b114e9ad7d9afcacbadae53da435a7	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
f06b850cfc891c48d58c9540d3197481	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
ae930da91e45c51e0c0742e46e8065e7	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
5f4330a6bf8db255d074226cd803599a	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
75537f2e25f25f1b07f19ca97d6c5eb4	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
89260fd03682fc3965ac1a6259eda467	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
cee321ceaee1f5b39fb9bee4d12dadbf	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
71ac7945cdfeb1f3a942aea989d9dff2	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
da2e444c2a460513f693aa036113e808	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
6700b810f6ddce04d0bc4628fd3e1789	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
17619835df407df95ef146705f48cf2d	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
4ceba5cb69064005dbc1f9cef5b10a6d	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
74204def02c6b8ed183d4901e15f7cff	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
c2425bf7c14a7842f25c9431e43388e7	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
6b27939cc39516502196ec6f2b0f90a0	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
c538c1908b3a99a76982c9128191c70b	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
0e8c562a97f09029e2c276b8d9688476	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
4153f989e6416d08d1ae56efcc58daf2	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
e24a56b0ff3513547fb61c9e2e771763	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
20f988cfd9114f89355df98f608ca18e	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
9c044d9c2234830ec3511d8269d6db8d	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
a9f74e79f2e7b9ed6be3b3a746e27264	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
a18aaedfafbc112016a96e8a581bbe6f	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
0831c5af65f32e7025d661bc9d75789f	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
ea668424fa51c222c62c6a2149e280fc	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
d75fc5edf49b830b374cdadb86348d94	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
4dbeafb77c877373ab733c5d26581411	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
216d571982530c7b4b660ed0d8ab95b6	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
ac2293b7ea434c64ec21737f3b02d7cc	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
8228ef57e383eb6ca4d2ed3b555d7ff8	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
6d6278b8daaed67b49282cef9c20506f	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
0360109044a9d49f43c83c187e06345e	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
