ITS	Kingdom	Phylum	Class	Order	Family	Genus	Species
a8f362331465ac4d6f5370b6c60a8ffe	Fungi	Ascomycota					
971f38607f15be9479db56c309c8675d	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Petriella	Petriella_setifera
4fe997540b06db04a41887d78d3a60ba	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae		
a4e76c344b2255cc7e94f5d936c2eadd	Fungi	Ascomycota	Sordariomycetes				
7bfb3f515e1c9984177b26ea9dc0a0b2	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae		
842d78cfdd4461e9c78dff51c81eb612	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	unidentified	unidentified	unidentified
4441086d8f63263f05d7349e0dbbb278	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	Thermoascus	Thermoascus_aurantiacus
8847fd2578c2dd367b1386118f95011d	Fungi	Ascomycota					
892bbc421e95346152925e012e1b56fd	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Microascus	Microascus_campaniformis
8ad3733c4f2d38795b536421fb18e91b	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis	Candida	Candida_oceani
13ab6723c34f47eb0be61ecf31014297	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_paxilli
ac61fbf9fe5289489f4a194621c0cfb3	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	Pichia_fermentans
1c727eba5729123143c3a84dc841111b	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae		
b3c94275da30184c255c7a706f6bf3ac	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis	Candida	Candida_pseudojiufengensis
cff1bfdaa33583e4a2f028a822a09e0d	Fungi	Ascomycota					
a327c0a3d4f07e4ec625a081758b9aff	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unidentified	unidentified	unidentified
304b9b7484bbc93cda58c9283976e51a	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae		
d3ce445fc16727f2de44ebd541ef536e	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_solani
fbe4ec4f7c027559d69fed9d9f0f43af	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	
2561d1454737e692f399ad6f5a0c6716	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae		
bd19727af098e65ee790ee4052c84421	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Thyridariaceae	unidentified	unidentified
3eb96e56cbd3e0a0b7ccdbeaa020ce88	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae		
e5a13fe85b6e8563eb2695fce5f67a0c	Fungi	Ascomycota	Sordariomycetes				
60d7cd758979bab4c82c0a42bdc7c375	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycodaceae	Hanseniaspora	unidentified
6be136033787142b008f4fdaefbee1b4	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Wickerhamomyces	unidentified
973e0199cb4a1143268948424b9c4819	Fungi	Ascomycota					
3665a7ff1fd38ef157f312611f52085c	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Wickerhamomyces	unidentified
667858024c4e74199203e4e84f70c83d	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ac475d0b035bc160d060d6b28103f3c2	Fungi	Ascomycota					
ebf01681b9b55f362ea3638bf00c21bb	Fungi	Ascomycota	Eurotiomycetes	Onygenales			
1ff4549478ab6650b1bdff9e7dffe887	Fungi	Ascomycota					
9ebb0bb64fc48aca3e287677ba3f1ebc	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	unidentified	unidentified	unidentified
cd76816ce87921a46f4579e1f27e33ec	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	
ec185be426e3a8d25ee2d781e5d4a2a9	Fungi	Ascomycota	Sordariomycetes				
62228c9da87a8e0b36b9cb46a3afbda4	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unidentified	unidentified	unidentified
2502dafe291d3c32fd0e103fdb1f10bc	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unidentified	unidentified	unidentified
976b4038b757068fdcf0b241c64902a3	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Ramalinaceae		
af42267cc8bed1e8ca01e8fb5e778ad2	Fungi	Ascomycota	Sordariomycetes	Xylariales	Sporocadaceae	Pestalotiopsis	unidentified
da3c7bede159b0d58f7586151f0567ae	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae		
d75e8895792e51100fb9a475b175453e	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	unidentified	unidentified
1182a2d6902fbf2b3ca0f25babff967c	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Ascochyta	Ascochyta_medicaginicola
89d82e986618deca6b3df74c460f81bb	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_gracilis
4de8821101531a72048a4a09e0799e75	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Schwanniomyces	Schwanniomyces_occidentalis
9d9226a7c3b12c7f7932ef22d655950a	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	unidentified	unidentified	unidentified
82158a66a9c2dc150aad9a3ded68cacf	Fungi	Ascomycota	Sordariomycetes	Chaetosphaeriales	Chaetosphaeriaceae		
94c4545b393f153969266c20fbce82be	Fungi	Ascomycota	Leotiomycetes	Helotiales			
0d7de69483f7d2f39bc7c9ef5dca61a9	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unidentified	unidentified	unidentified
e5c8b645c3b8c6da20aa7a62400b0cab	Fungi	Ascomycota	Sordariomycetes	Xylariales	unidentified	unidentified	unidentified
716b42cce089be4968d66b8b79b7e2b6	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Spegazzinia	unidentified
6979ff90db66685d544f39a89ca53a06	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycopsidaceae	Saccharomycopsis	Saccharomycopsis_crataegensis
cec5c39ce52dc6d718fb28038de35379	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Magnaporthaceae	Mycoleptodiscus	unidentified
00a31e3dba57ead2babbe677eabddf80	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	unidentified
25d9aff80401ce5bd41df3a4bf12ae74	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae		
033e628b806bdaea6a46e5b632c5a84a	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Lectera	
7463634b21d511cebb340ea5bb43046a	Fungi	Ascomycota	Sordariomycetes	Sordariales	unidentified	unidentified	unidentified
2a722a2d747f5a8680c4fc267e8cbe8a	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycodaceae	Saccharomycodes	Saccharomycodes_ludwigii
87fd764c31231e86501e742ee026ba17	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Coniosporium	unidentified
061cffb4ceabd6581cb1f29450e6daaf	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae		
af6a3682b11e918753c951ba7e1afb69	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
cb4c5f605502585a7dbaa1d4c21f4442	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Thyridariaceae	Roussoella	Roussoella_solani
9a1b907212863ace25392f633fe786d1	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariales_fam_Incertae_sedis	Conlarium	unidentified
ac4b52fd077bbd4fdbf38ad1701aefca	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	unidentified	unidentified
7b37cb081bbe40a482086bde056353fb	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Oidiodendron	unidentified
e7affd285b9963d71926a7c8e21eceb4	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Elaphomycetaceae	Elaphomyces	Elaphomyces_favosus
d6cd8c96a4b49759043cbe369809399b	Fungi	Ascomycota	Sordariomycetes	Trichosphaeriales	Trichosphaeriaceae	Nigrospora	Nigrospora_oryzae
1edb0bada4efb35861acd0718c5a389c	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Wallrothiella	Wallrothiella_subiculosa
46f41c4f2dc6482eb1c0b63b46ece622	Fungi	Ascomycota	Dothideomycetes	Capnodiales	unidentified	unidentified	unidentified
90fdd2917d7f1e1b3272635ce1a459a6	Fungi	Ascomycota	Sordariomycetes	Microascales	Halosphaeriaceae	unidentified	unidentified
bcb16fb4e6d51718b6ee814039105e40	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Montagnulaceae	unidentified	unidentified
0558b863a58d8c1cb7b2fa98f338b143	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Wallrothiella	Wallrothiella_subiculosa
f0f3929dbbdeacde34354b21400747aa	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Myrothecium	Myrothecium_verrucaria
84db8c27b1905e563b8e59b127460f5d	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Purpureocillium	Purpureocillium_lilacinum
45df106f6fda5efd18e5d531febfeeb4	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	unidentified
4f226b909e76567e6b353484a96a9905	Fungi	Ascomycota	Sordariomycetes	Xylariales	Sporocadaceae	Neopestalotiopsis	Neopestalotiopsis_foedans
9bae3a8d1514e202777f7da88c1073a5	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Lachancea	Lachancea_fermentati
36ad47457033688891415c5d46a9bb8b	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Hyphopichia	Hyphopichia_burtonii
a9e99baffebc3fb39782b105f459a319	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma_virens
fa495077e7443a27fca1bbb1ce72cc02	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae		
a31dbbc21ce7686c93b69342c6cd951e	Fungi	Ascomycota					
be84757d745b2bc8b951e4c388e62c12	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gliocladiopsis	Gliocladiopsis_curvata
524df4ab7e38731666a83c96488ab84e	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	unidentified	unidentified	unidentified
264629036b373b9fd7feae7d54fcd761	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	unidentified	unidentified
1b030c94c981b18a6c724b3ce2b9d2c1	Fungi	Ascomycota	Sordariomycetes				
68f92e5d13f8d4539333eff358d4f73b	Fungi	Ascomycota					
6b300ba39e38b837edc5b24284004158	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales			
7945dc2684c46eb04f1a573d636e4c1e	Fungi	Ascomycota	Sordariomycetes				
ec6d473bd4e8073e5d17dd8d3123aafa	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Wickerhamomyces	unidentified
c8a12d5cfac68d3e6d9410c656d097d4	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Hypomyces	Hypomyces_subiculosus
b9727b55404dd20ab32bbde11564becc	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unidentified	unidentified	unidentified
a3c777a39adf728a7ca85c7e348da055	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Acremonium	Acremonium_hyalinulum
4800576230990713de9e8ff335e09946	Fungi	Ascomycota	Sordariomycetes	Sordariales	Cephalothecaceae	Phialemonium	Phialemonium_globosum
db73e5345ab293185182b6bb61bef1c8	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Lasiosphaeris	unidentified
12522c4ca4a6fce01c8da72a3f06e9e5	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Veronaea	Veronaea_botryosa
2941d20abe8705d43738f43c32cd4594	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Xylaria	Xylaria_curta
69404a9d00badf41f0d434cd4bc94b8f	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
f0d3f7465e1cb485fcd1a13fb062addb	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
68e0bd3048bf7618b62945a983337c87	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
b47843af0d75a2edd108141cd5583637	Fungi	Ascomycota					
5be3ddc521ee5a782a54c6a4d83c67e5	Fungi	Ascomycota					
984a5fd34550b502a02b0444cfc69a8f	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Periconiaceae	Periconia	unidentified
c7941050874180a28a1c4564d0afc939	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae		
f6bad271817b1831aed539b911db9cb4	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
cd92aae22a9a079ba85649023c67f2eb	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae		
b5fed0777eb0ff6c2ad0b687ff0d610a	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unidentified	unidentified	unidentified
9658f603507a0f285a8dd3f491a84b7e	Fungi	Ascomycota	Sordariomycetes				
c95f95c0113c593d16235cfc98a52e6f	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Gliocladium	Gliocladium_cibotii
4dc77e6f9391d7ac5f1e653c08a87bc0	Fungi	Ascomycota	Sordariomycetes	Chaetosphaeriales	Chaetosphaeriaceae	Chloridium	unidentified
f16394ee8c3102a0d4c74a6605f18f4a	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Magnaporthaceae	Ophioceras	unidentified
f148a4b4a44496a4bb1a3c5244767fa3	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unidentified	unidentified	unidentified
f00ca1fdf2207bebbb9837f374f11a60	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Parascedosporium	Parascedosporium_putredinis
a9c10ba6fc62e7e5ae9935fa305ce229	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Xylaria	
ccc126b928ff7d4ab42a4a3e3f0bef11	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Articulospora	unidentified
b10901e5e9b87465dc0e19903e873a74	Fungi	Ascomycota	Sordariomycetes	unidentified	unidentified	unidentified	unidentified
00bf5588c3e56109d6f4cec8db478d45	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
abb98e42584335575b4211136f8e329e	Fungi	Ascomycota	Sordariomycetes				
41111680c7917799731a8138e7687839	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Stemphylium	unidentified
0a920af5d5662d11b12ef7fb283e22fd	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae		
9f445a733be624bd2e266063ed1b41fa	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
661ac983b5164ceafd04070c0cde8583	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Gliocladium	Gliocladium_cibotii
38a16bf3a133ea1d5491340ba6af7b9c	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Mycosphaerella	Mycosphaerella_pseudocryptica
507afa6359b0f548fdbea512aca460dc	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Ascochyta	Ascochyta_medicaginicola
a3e690433a5d05d6986e73778039b877	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Myrothecium	Myrothecium_gramineum
00a35762dccd2d5e601d331834271cd4	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae		
19081467b91cc8a207756f5ebd942248	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Clonostachys	unidentified
6a446c0871dbe3c888689ca85437376d	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	unidentified	unidentified	unidentified
49b3ddcbe1720092a87004f44d3c3bd1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis	Nadsonia	Nadsonia_fulvescens
87151a20fb1a26248fa4272913b44a56	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae		
312a61a17ac427acb7c919521d5fc117	Fungi	Ascomycota					
daa3ac10dcf749aff4116726dd4230dc	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Acremonium	Acremonium_furcatum
633c7bf7c15a9503b657d4ab37cb3782	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Thyridariaceae	Roussoella	Roussoella_solani
f7e22ab29c36a631b3d2999ed34fdf71	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae		
e8568f72e4804cdd6b87e598125dee72	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	unidentified	unidentified	unidentified
d46d5a64fab1188dc932f79f750bc8e3	Fungi	Ascomycota	Sordariomycetes				
38022794283385676fa234b1a5df6b34	Fungi	Ascomycota	Dothideomycetes	Capnodiales	unidentified	unidentified	unidentified
071b980fb808e57491b35fcef918de65	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Scytalidium	unidentified
cdc2a4aca18b6a3b923fa8988a8c53d8	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae		
255f0efb342e68bbb0fd1cc907eb7bb4	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	
1ddb4f20aff96f518fb7c61f876b69fe	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Purpureocillium	
f9f2853929f2cde016dec9e290867e84	Fungi	Ascomycota	Eurotiomycetes	Eurotiales			
73d0330f60713a7f54533fcc300543a9	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Sarocladium	unidentified
2ba94703a54d5b4998bfbfa356f013fd	Fungi	Ascomycota	Sordariomycetes	Xylariales			
1c760586c2bf3929c7ff9e4014909e52	Fungi	Ascomycota					
eaf4c8fa6386bbd6e2572e54efc2e504	Fungi	Ascomycota					
de77a627339e011a483a4cb871f0800a	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	Cladosporium_sphaerospermum
0fa70972ba997baef8bb881a90ccf78b	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	
15a3c01ac42aae732e975e5c63afb27a	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Chaetothyriaceae	Camptophora	Camptophora_hylomeconis
7c6b7b93235535cf60530c3658cc415c	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unidentified	unidentified	unidentified
0d2cdb8c65f1cafd45371ab609489ee3	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	unidentified	unidentified
12a8dd79fdda7d409c4ec397d1fb5cab	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariales_fam_Incertae_sedis	Conlarium	unidentified
3f82cf2068ef33e55c91c87c3abdcb92	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	unidentified
a321945fbefcae8d273f508ce4bf9a07	Fungi	Ascomycota	Sordariomycetes	Trichosphaeriales	Trichosphaeriaceae	Nigrospora	Nigrospora_oryzae
4a802653817949d61651a6c591b14d47	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum_cliviae
86835880318449caf389b6d3af03f614	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Trichomerium	Trichomerium_dioscoreae
14fe038218c5e3c1897e99e39cf3b2b5	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Xylaria	
7249544621c1a469cf6da5a873683fb1	Fungi	Ascomycota	Sordariomycetes	Xylariales	Sporocadaceae	Pseudopestalotiopsis	Pseudopestalotiopsis_theae
5d182c82dfec8b19cb723bcd09d0631d	Fungi	Ascomycota					
ef40664b668a069d00e8ab5c26566f07	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Diplodia	
7a323595cf9e2d669b4c812efa18f87e	Fungi	Ascomycota	Sordariomycetes	Xylariales	Microdochiaceae	Idriella	Idriella_lunata
f12fe95ea5b07a0077e73ed4f51c501c	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Sarocladium	unidentified
261dc1b91872e4709693c059af1a7310	Fungi	Ascomycota	Sordariomycetes				
07a6ca4184f2eed81d2a449d81db3e2a	Fungi	Ascomycota	Sordariomycetes	Diaporthales	unidentified	unidentified	unidentified
3146fb6a4daf426643fda3e475be033b	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Wallrothiella	Wallrothiella_subiculosa
d7473f75fd67bad3771e3e1b4580dbe5	Fungi	Ascomycota					
4735a1fb27166801b685aee672125501	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma_longibrachiatum
8216e5a8c461a669d8fcfb06a132a7c2	Fungi	Ascomycota					
351f2e8454c70172ac8e62f4f40218a4	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Neodevriesiaceae	unidentified	unidentified
e5579918c7bee59a6e0950bd1722a737	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Wallrothiella	Wallrothiella_subiculosa
a65eaf40b5e9be03aa9e04d0b7cc2e32	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Nemania	unidentified
d5b99b296e77fc1d64471e44ba638c3d	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Pyrenochaetopsis	Pyrenochaetopsis_leptospora
47fa37465a9215f669ac92a30eaae5f1	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	unidentified	unidentified	unidentified
6a3d054e995afaae3103b153f5914ac7	Fungi	Ascomycota	Dothideomycetes				
82558f8585e7c9fc0b4ffa8628ae8098	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Ascochyta	Ascochyta_medicaginicola
37a8c1940001c62aaa7fb3fe81142413	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Biatriosporaceae	Biatriospora	unidentified
d79d924029cf49ac0fd82d1c080ae448	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	
9b9c5440167d3a3fc9a39d6fb27fe286	Fungi	Ascomycota	Sordariomycetes				
1e9e1b0244d877a7f85d3c6873d77dd9	Fungi	Ascomycota	Dothideomycetes	Capnodiales	unidentified	unidentified	unidentified
91568bcad16ef6e35bb5c59bc5d4282f	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	unidentified	unidentified	unidentified
078dee14805d4da3fb37ad8e690233d7	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	unidentified	unidentified	unidentified
08ccc49c107e9d84b556716eed518581	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	unidentified	unidentified	unidentified
90753921e9a2cfe28301300defbdf90e	Fungi	Ascomycota	Sordariomycetes	Sordariales			
25f18a13f58d614b57130e5a4b38e8da	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae		
3a3bb7a2fbd1423b2de7ddad8145245b	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unidentified	unidentified	unidentified
fa2bb5f799b3457d0ecb12a7d34a05e2	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
920e54b03436d895c7a8707423a1ae21	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Ochroconis	Ochroconis_cordanae
8afe1c6093a4bdbf9b4b36a970f1b0b7	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Sagenomella	Sagenomella_griseoviridis
a19c67dfd8cf30042e9446681ecf907d	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unidentified	unidentified	unidentified
294cc91ac06660cf9cc9f6aa926feb4e	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Zasmidium	Zasmidium_dalbergiae
14ea988fa507dd63dc4d1cc2f9fe189c	Fungi	Ascomycota	Sordariomycetes	unidentified	unidentified	unidentified	unidentified
cf57214eaaac141dd0f6c7d4f704e5f1	Fungi	Ascomycota	Sordariomycetes				
3e0d5c631a7581b46cf086ebee52dcd2	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Scedosporium	Scedosporium_minutisporum
c2c58503b2178da8550735218997c1ae	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_lignorum
645b09c5e2456ba3357afce0d98c2125	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
bf80b7fbfb8a1aa4ce08356e6f93c022	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Stilbella	unidentified
e0ba6780361cb4aec5345c38904be9d9	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae		
6b2a5e329e668705f2686045ef3cef4e	Fungi	Ascomycota	Sordariomycetes	Chaetosphaeriales	Chaetosphaeriaceae		
64461ac0447534c013645417b22d449c	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Clonostachys	
91c56c84640cbff28ed8517717a152cf	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Wallrothiella	Wallrothiella_subiculosa
796b26257bad947cf03f606bc462d55b	Fungi	Ascomycota	Sordariomycetes				
5115163f1d3fb9fbf979a35e9eed92b8	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unidentified	unidentified	unidentified
4002532525c7a6825c4d91cfbf4c008f	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Hypomyces	unidentified
f79057fabf562ced07d03e0a6af37367	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Edenia	Edenia_gomezpompae
de1449e1710c70d44710c6ff90d394c0	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	Pichia_mandshurica
505220c783157fafea9c60994c648bbd	Fungi	Ascomycota	Sordariomycetes	Xylariales	Sporocadaceae	unidentified	unidentified
7fc002d72f2de95637d100b660478d22	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
c0f623accd3b18d45fb65c906175c61b	Fungi	Ascomycota					
95dd72970b56d405d1c7b6963d56f8c3	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
b966718afccc10f88572be40474f5869	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Dichotomopilus	Dichotomopilus_indicus
c40d84445ed34059dd5e7aea2a76afdf	Fungi	Ascomycota	Sordariomycetes	Xylariales			
1d28b1a55817541900d49541e1027a78	Fungi	Ascomycota	Sordariomycetes				
8c9620a9bef21696bfd9ecef7ec0e72d	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	unidentified	unidentified	unidentified
be52c452b995998b1bb3b9c4aef92b43	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Aplosporellaceae	Aplosporella	
